TotalPeopleInBurst MaximumCodeBurstLate NumberOfChanges MaxPeopleInBurst TotalBurstSizeLate NumberCodeBurstsLate NumberOfChangesLate NumberOfChangesEarly MaxChurnInBurst MaximumCodeBurstEarly NumberCodeBurstsEarly TimeFirstBurst TotalChurnInBurst ChurnTotal MaximumCodeBurst NumberOfConsecutiveChangesEarly NumberConsecutiveChangesLate TotalBurstSizeEarly TotalBurstSize TimeMaxBurst NumberConsecutiveChanges TimeLastBurst NumberCodeBursts PeopleTotal pre NumberOfDefects TLOC GapSize BurstSize
2 0 6 2 3 1 3 3 33 0 1 39 46 46 3 2 2 3 6 39 4 50 2 2 2 2 63.0 4 1
1 0 1 1 0 0 0 1 0 0 1 48 0 0 1 0 0 1 1 48 0 48 1 1 1 0 21.0 4 1
2 0 7 1 0 0 0 7 46 2 4 1 100 100 2 3 0 7 7 1 3 44 4 2 0 0 44.0 4 1
1 0 3 1 3 1 3 0 159 0 0 52 159 159 3 0 2 0 3 52 2 52 1 1 0 0 323.0 4 1
1 0 3 1 3 1 3 0 95 0 0 50 95 95 3 0 2 0 3 50 2 50 1 1 0 0 50.0 4 1
4 0 10 4 0 0 3 7 132 6 2 30 240 240 6 5 3 10 10 44 8 44 2 4 0 0 232.0 4 1
2 0 13 1 1 1 1 12 101 6 4 1 152 152 6 8 0 12 13 23 8 55 5 2 0 0 137.0 4 1
2 0 3 2 2 1 2 1 95 0 1 44 95 95 2 0 1 1 3 50 1 50 2 2 2 0 114.0 4 1
2 0 2 2 2 1 2 0 65 0 0 50 65 65 2 0 1 0 2 50 1 50 1 2 1 0 45.0 4 1
1 0 1 1 1 1 1 0 0 0 0 54 0 0 1 0 0 0 1 54 0 54 1 1 0 0 96.0 4 1
3 0 4 1 1 1 1 3 7 1 3 2 15 15 1 0 0 3 4 2 0 60 4 3 0 0 81.0 4 1
2 0 9 1 1 1 1 8 351 3 4 6 790 790 3 4 0 8 9 6 4 54 5 2 0 1 179.0 4 1
2 0 2 2 0 0 0 2 5 0 1 4 5 5 2 1 0 2 2 4 1 4 1 2 0 0 18.0 4 1
2 0 2 2 0 0 0 2 17 0 1 40 17 17 2 1 0 2 2 40 1 40 1 2 0 0 20.0 4 1
2 2 10 2 3 2 3 7 72 4 2 29 173 173 4 5 1 7 10 39 6 59 4 2 3 1 490.0 4 1
9 0 26 5 8 1 8 18 2868 11 4 2 5863 5863 11 14 7 18 26 26 21 51 5 9 8 6 1374.0 4 1
3 0 5 3 5 1 5 0 26 0 0 52 26 26 5 0 4 0 5 52 4 52 1 3 6 2 136.0 4 1
1 0 1 1 0 0 0 1 0 0 1 47 0 0 1 0 0 1 1 47 0 47 1 1 0 1 61.0 4 1
1 0 1 1 1 1 1 0 9 0 0 50 9 9 1 0 0 0 1 50 0 50 1 1 0 0 157.0 4 1
1 0 1 1 0 0 0 1 0 0 1 41 0 0 1 0 0 1 1 41 0 41 1 1 0 0 24.0 4 1
2 0 5 2 0 0 2 3 13 3 3 28 14 14 3 0 2 5 5 49 2 49 3 2 0 0 6.0 4 1
1 0 2 1 0 0 1 1 3 0 1 49 3 3 2 0 1 2 2 49 1 49 1 1 0 0 12.0 4 1
6 0 7 3 1 1 1 6 25 3 2 4 42 42 3 4 0 6 7 4 4 51 3 6 1 0 148.0 4 1
2 0 2 1 1 1 1 1 6 0 1 31 6 6 1 0 0 1 2 31 0 60 2 2 0 0 9.0 4 1
2 0 3 1 1 1 1 2 6 1 2 2 10 10 1 0 0 2 3 2 0 60 3 2 0 0 7.0 4 1
3 0 5 2 2 1 2 3 11 2 2 4 21 21 2 1 1 3 5 4 2 53 3 3 0 0 103.0 4 1
1 0 1 1 0 0 0 1 0 0 1 26 0 0 1 0 0 1 1 26 0 26 1 1 0 0 6.0 4 1
2 0 3 1 1 1 1 2 67 0 1 6 82 82 2 1 0 2 3 6 1 54 2 2 0 0 7.0 4 1
2 1 3 2 2 2 2 1 48 0 1 44 64 64 1 0 0 1 3 44 0 59 3 2 1 0 4.0 4 1
5 1 6 2 2 2 2 4 10 2 3 2 28 28 2 1 0 4 6 23 1 60 5 5 0 0 18.0 4 1
2 1 14 1 2 2 2 12 127 6 7 1 284 284 6 5 0 12 14 1 5 61 9 2 1 0 174.0 4 1
3 0 5 2 2 1 2 3 382 2 2 30 411 411 2 1 1 3 5 30 2 50 3 3 1 0 74.0 4 1
1 0 2 1 0 0 1 1 65 0 1 49 65 65 2 0 1 2 2 49 1 49 1 1 0 0 60.0 4 1
1 0 3 1 0 0 0 3 6 0 1 1 6 6 3 2 0 3 3 1 2 1 1 1 0 0 14.0 4 1
3 0 9 2 1 1 3 6 60 6 2 29 118 118 6 4 2 8 9 41 6 59 3 3 1 2 477.0 4 1
5 0 7 2 1 1 1 6 319 4 2 4 488 488 4 4 0 6 7 29 4 59 3 5 2 0 190.0 4 1
2 0 6 2 0 0 1 5 410 0 1 45 410 410 6 4 1 6 6 45 5 45 1 2 0 0 166.0 4 1
2 0 2 2 2 1 2 0 15 0 0 51 15 15 2 0 1 0 2 51 1 51 1 2 0 0 7.0 4 1
2 0 2 1 1 1 1 1 6 0 1 31 6 6 1 0 0 1 2 31 0 60 2 2 0 0 16.0 4 1
2 0 3 1 1 1 1 2 66 1 2 30 68 68 1 0 0 2 3 30 0 50 3 2 0 0 7.0 4 1
2 0 4 2 0 0 2 2 8 0 1 45 8 8 4 1 2 4 4 45 3 45 1 2 0 0 60.0 4 1
3 1 3 2 2 2 2 1 87 0 1 42 138 138 1 0 0 1 3 42 0 60 3 3 0 0 95.0 4 1
12 0 33 10 0 0 8 25 793 15 3 1 1448 1448 15 22 8 33 33 12 30 39 3 12 5 2 533.0 4 1
4 0 5 2 1 1 1 4 8 2 3 2 20 20 2 1 0 4 5 23 1 60 4 4 0 0 7.0 4 1
2 0 14 2 0 0 5 9 703 8 2 30 1011 1011 8 7 5 14 14 45 12 45 2 2 19 0 473.0 4 1
1 0 1 1 1 1 1 0 0 0 0 54 0 0 1 0 0 0 1 54 0 54 1 1 1 0 62.0 4 1
2 0 5 1 1 1 1 4 54 2 2 6 100 100 2 2 0 4 5 6 2 54 3 2 0 0 19.0 4 1
1 1 2 1 2 2 2 0 12 0 0 55 22 22 1 0 0 0 2 55 0 61 2 1 0 0 55.0 4 1
2 0 2 2 0 0 0 2 6 0 1 4 6 6 2 1 0 2 2 4 1 4 1 2 0 0 4.0 4 1
2 0 4 1 0 0 0 4 53 3 2 38 59 59 3 2 0 4 4 38 2 48 2 2 2 0 19.0 4 1
3 0 3 2 0 0 0 3 5 2 2 4 8 8 2 1 0 3 3 4 1 18 2 3 0 0 29.0 4 1
3 0 13 3 0 0 6 7 1015 0 1 38 1015 1015 13 6 6 13 13 38 12 38 1 3 13 4 360.0 4 1
4 0 6 3 0 0 0 6 16 3 3 4 28 28 3 3 0 6 6 4 3 40 3 4 0 0 99.0 4 1
3 0 4 3 0 0 2 2 26 0 1 48 26 26 4 1 2 4 4 48 3 48 1 3 3 0 23.0 4 1
2 0 7 2 1 1 1 6 134 3 3 30 235 235 3 3 0 6 7 30 3 57 4 2 2 1 194.0 4 1
1 0 1 1 1 1 1 0 0 0 0 57 0 0 1 0 0 0 1 57 0 57 1 1 0 0 71.0 4 1
2 0 2 1 1 1 1 1 3 0 1 32 3 3 1 0 0 1 2 32 0 60 2 2 0 0 28.0 4 1
2 0 4 1 1 1 1 3 230 2 2 1 251 251 2 1 0 3 4 1 1 55 3 2 0 0 78.0 4 1
2 0 3 2 1 1 1 2 11 0 1 41 13 13 2 1 0 2 3 41 1 51 2 2 0 0 19.0 4 1
2 0 2 1 0 0 0 2 16 1 2 26 26 26 1 0 0 2 2 26 0 49 2 2 0 0 25.0 4 1
1 1 2 1 2 2 2 0 8 0 0 54 8 8 1 0 0 0 2 54 0 60 2 1 0 0 40.0 4 1
3 0 4 2 0 0 0 4 37 2 2 4 54 54 2 2 0 4 4 4 2 38 2 3 0 0 63.0 4 1
3 0 11 3 0 0 8 3 225 0 1 47 225 225 11 2 8 11 11 47 10 47 1 3 0 1 113.0 4 1
2 0 3 2 0 0 2 1 113 0 1 49 113 113 3 0 2 3 3 49 2 49 1 2 0 1 65.0 4 1
3 0 9 3 5 1 5 4 194 0 1 44 352 352 5 3 4 4 9 54 7 54 2 3 0 1 223.0 4 1
4 0 9 4 0 0 8 1 169 0 1 49 169 169 9 0 8 9 9 49 8 49 1 4 4 2 161.0 4 1
3 0 4 1 1 1 1 3 6 1 3 2 14 14 1 0 0 3 4 2 0 60 4 3 0 0 4.0 4 1
1 0 1 1 0 0 0 1 0 0 1 29 0 0 1 0 0 1 1 29 0 29 1 1 0 0 22.0 4 1
2 0 2 2 0 0 0 2 6 0 1 35 6 6 2 1 0 2 2 35 1 35 1 2 0 0 17.0 4 1
1 0 1 1 1 1 1 0 0 0 0 55 0 0 1 0 0 0 1 55 0 55 1 1 0 0 25.0 4 1
5 3 10 2 4 2 4 6 389 2 3 4 570 570 3 3 2 6 10 55 5 55 5 5 0 0 215.0 4 1
3 0 6 3 0 0 1 5 59 5 2 26 74 74 5 3 1 6 6 44 4 44 2 3 4 1 7.0 4 1
2 0 7 2 0 0 4 3 38 5 2 36 42 42 5 1 4 7 7 47 5 47 2 2 4 0 71.0 4 1
4 0 4 3 0 0 0 4 15 3 2 4 17 17 3 2 0 4 4 4 2 44 2 4 0 0 53.0 4 1
2 0 2 2 0 0 0 2 5 0 1 4 5 5 2 1 0 2 2 4 1 4 1 2 0 0 5.0 4 1
3 0 8 3 0 0 4 4 58 7 2 40 58 58 7 2 4 8 8 45 6 45 2 3 9 0 41.0 4 1
2 0 6 2 2 1 2 4 62 2 2 23 126 126 2 2 1 4 6 23 3 57 3 2 0 0 208.0 4 1
2 0 3 1 1 1 1 2 6 1 2 2 10 10 1 0 0 2 3 2 0 60 3 2 0 0 7.0 4 1
4 0 6 2 1 1 1 5 34 2 4 4 63 63 2 1 0 5 6 4 1 50 5 4 0 0 201.0 4 1
4 0 4 4 4 1 4 0 224 0 0 55 224 224 4 0 3 0 4 55 3 55 1 4 2 1 159.0 4 1
3 0 10 2 3 1 4 6 545 5 2 32 681 681 5 4 3 7 10 40 7 57 3 3 3 1 430.0 4 1
1 0 1 1 1 1 1 0 0 0 0 57 0 0 1 0 0 0 1 57 0 57 1 1 1 0 15.0 4 1
2 0 6 2 6 1 6 0 224 0 0 51 224 224 6 0 5 0 6 51 5 51 1 2 10 0 166.0 4 1
3 0 3 2 0 0 0 3 5 2 2 4 7 7 2 1 0 3 3 4 1 18 2 3 0 0 4.0 4 1
1 0 2 1 0 0 1 1 3 0 1 49 3 3 2 0 1 2 2 49 1 49 1 1 0 0 12.0 4 1
3 0 5 2 2 1 2 3 61 1 3 2 81 81 2 0 1 3 5 58 1 58 4 3 0 1 133.0 4 1
3 0 3 2 0 0 0 3 5 2 2 4 7 7 2 1 0 3 3 4 1 18 2 3 0 0 22.0 4 1
4 1 8 1 2 2 2 6 24 3 4 3 47 47 3 2 0 6 8 3 2 57 6 4 1 0 68.0 4 1
6 0 25 4 0 0 7 18 535 10 5 4 1067 1067 10 13 7 25 25 44 20 44 5 6 2 0 702.0 4 1
2 0 3 2 0 0 2 1 11 0 1 49 11 11 3 0 2 3 3 49 2 49 1 2 0 1 35.0 4 1
2 0 2 1 1 1 1 1 6 0 1 31 6 6 1 0 0 1 2 31 0 60 2 2 0 0 9.0 4 1
1 1 2 1 2 2 2 0 34 0 0 52 34 34 1 0 0 0 2 52 0 61 2 1 0 0 5.0 4 1
1 0 1 1 1 1 1 0 3 0 0 57 3 3 1 0 0 0 1 57 0 57 1 1 1 0 201.0 4 1
8 0 9 2 2 1 2 7 67 2 6 2 163 163 2 1 1 7 9 14 2 58 7 8 0 0 193.0 4 1
4 0 6 1 1 1 1 5 16 2 4 3 35 35 2 1 0 5 6 3 1 50 5 4 0 0 17.0 4 1
1 0 1 1 0 0 0 1 2 0 1 49 2 2 1 0 0 1 1 49 0 49 1 1 0 0 10.0 4 1
2 0 2 2 0 0 1 1 105 0 1 49 105 105 2 0 1 2 2 49 1 49 1 2 1 0 42.0 4 1
2 0 2 2 2 1 2 0 12 0 0 57 12 12 2 0 1 0 2 57 1 57 1 2 2 0 21.0 4 1
1 0 5 1 4 1 4 1 22 0 1 31 22 22 4 0 3 1 5 53 3 53 2 1 1 0 45.0 4 1
1 0 1 1 1 1 1 0 0 0 0 50 0 0 1 0 0 0 1 50 0 50 1 1 0 0 27.0 4 1
3 0 3 2 0 0 0 3 29 2 2 4 34 34 2 1 0 3 3 4 1 18 2 3 0 0 9.0 4 1
2 1 2 2 2 2 2 0 25 0 0 55 32 32 1 0 0 0 2 55 0 60 2 2 0 0 118.0 4 1
2 0 6 2 3 1 3 3 18 0 1 39 29 29 3 2 2 3 6 39 4 50 2 2 2 3 40.0 4 1
2 0 2 1 1 1 1 1 6 0 1 31 6 6 1 0 0 1 2 31 0 60 2 2 0 0 10.0 4 1
4 0 6 3 2 1 5 1 384 0 1 49 416 416 4 0 4 4 6 49 4 58 2 4 2 0 150.0 4 1
2 0 5 1 1 1 1 4 86 2 3 1 158 158 2 1 0 4 5 1 1 55 4 2 1 0 27.0 4 1
3 0 6 3 6 1 6 0 215 0 0 54 215 215 6 0 5 0 6 54 5 54 1 3 7 1 85.0 4 1
1 0 1 1 1 1 1 0 0 0 0 55 0 0 1 0 0 0 1 55 0 55 1 1 1 0 28.0 4 1
2 0 2 2 0 0 0 2 8 0 1 40 8 8 2 1 0 2 2 40 1 40 1 2 0 0 5.0 4 1
2 0 5 1 1 1 1 4 1193 0 1 6 1208 1208 4 3 0 4 5 6 3 54 2 2 0 0 33.0 4 1
1 0 1 1 0 0 0 1 0 0 1 6 0 0 1 0 0 1 1 6 0 6 1 1 0 0 20.0 4 1
5 0 9 3 3 1 3 6 141 2 5 2 193 193 3 1 2 6 9 55 3 55 6 5 1 0 100.0 4 1
2 0 3 2 3 1 3 0 136 0 0 50 136 136 3 0 2 0 3 50 2 50 1 2 2 0 63.0 4 1
4 0 5 4 0 0 4 1 156 0 1 49 156 156 5 0 4 5 5 49 4 49 1 4 2 0 100.0 4 1
4 0 7 3 0 0 0 7 59 3 4 4 101 101 3 3 0 7 7 4 3 44 4 4 0 1 138.0 4 1
2 0 11 2 0 0 5 6 86 7 3 30 93 93 7 3 5 11 11 46 8 46 3 2 4 0 77.0 4 1
3 0 3 3 3 1 3 0 48 0 0 54 48 48 3 0 2 0 3 54 2 54 1 3 2 2 230.0 4 1
4 0 7 2 1 1 1 6 165 3 3 4 194 194 3 3 0 6 7 18 3 61 4 4 0 0 72.0 4 1
2 0 3 1 1 1 1 2 6 1 2 2 10 10 1 0 0 2 3 2 0 60 3 2 0 0 7.0 4 1
5 0 10 4 4 1 4 6 248 4 3 4 540 540 4 3 3 6 10 4 6 53 4 5 1 0 186.0 4 1
2 0 2 1 1 1 1 1 4 0 1 45 4 4 1 0 0 1 2 45 0 50 2 2 1 0 47.0 4 1
3 0 18 3 0 0 6 12 143 10 2 26 226 226 10 10 6 18 18 26 16 47 2 3 5 0 62.0 4 1
2 0 6 2 1 1 1 5 71 0 1 38 75 75 5 4 0 5 6 38 4 50 2 2 2 0 29.0 4 1
1 0 1 1 1 1 1 0 0 0 0 53 0 0 1 0 0 0 1 53 0 53 1 1 2 1 99.0 4 1
2 0 4 2 4 1 4 0 92 0 0 52 92 92 4 0 3 0 4 52 3 52 1 2 1 0 15.0 4 1
3 0 3 2 1 1 1 2 25 0 1 48 29 29 2 1 0 2 3 48 1 57 2 3 1 0 28.0 4 1
3 0 3 2 0 0 0 3 18 2 2 4 20 20 2 1 0 3 3 4 1 44 2 3 0 0 57.0 4 1
2 0 5 2 2 1 2 3 517 0 1 40 531 531 3 2 1 3 5 40 3 58 2 2 0 1 277.0 4 1
2 1 4 1 2 2 2 2 72 0 1 20 116 116 2 1 0 2 4 20 1 61 3 2 0 0 40.0 4 1
4 0 26 4 0 0 9 17 7920 0 1 32 7920 7920 26 16 9 26 26 32 25 32 1 4 69 4 1834.0 4 1
1 0 2 1 2 1 2 0 163 0 0 58 163 163 2 0 1 0 2 58 1 58 1 1 0 0 115.0 4 1
1 0 2 1 2 1 2 0 35 0 0 50 35 35 2 0 1 0 2 50 1 50 1 1 0 0 263.0 4 1
2 0 5 2 0 0 2 3 112 0 1 46 112 112 5 2 2 5 5 46 4 46 1 2 4 0 48.0 4 1
1 3 5 1 5 2 5 0 64 0 0 50 105 105 3 0 3 0 5 50 3 60 2 1 0 0 199.0 4 1
3 0 3 2 0 0 0 3 5 2 2 4 6 6 2 1 0 3 3 4 1 18 2 3 0 0 5.0 4 1
3 0 6 2 2 1 2 4 322 3 2 1 352 352 3 2 1 4 6 1 3 55 3 3 2 0 123.0 4 1
4 0 5 2 0 0 0 5 18 2 3 4 32 32 2 2 0 5 5 4 2 38 3 4 0 0 5.0 4 1
2 0 5 1 1 1 1 4 40 2 3 3 89 89 2 1 0 4 5 3 1 50 4 2 0 0 386.0 4 1
3 0 3 2 0 0 0 3 7 2 2 4 12 12 2 1 0 3 3 4 1 48 2 3 0 0 24.0 4 1
2 0 5 2 1 1 1 4 232 2 3 2 274 274 2 1 0 4 5 22 1 60 4 2 0 0 185.0 4 1
2 0 3 1 1 1 1 2 6 1 2 2 10 10 1 0 0 2 3 2 0 60 3 2 0 0 7.0 4 1
1 3 4 1 4 2 4 0 82 0 0 50 112 112 3 0 2 0 4 55 2 55 2 1 0 0 292.0 4 1
1 0 4 1 1 1 1 3 248 2 2 1 274 274 2 1 0 3 4 1 1 55 3 1 1 0 55.0 4 1
1 0 1 1 0 0 0 1 0 0 1 49 0 0 1 0 0 1 1 49 0 49 1 1 0 0 4.0 4 1
2 0 6 1 1 1 1 5 446 3 2 6 637 637 3 3 0 5 6 6 3 54 3 2 0 1 73.0 4 1
2 0 7 1 2 1 2 5 148 2 3 6 198 198 2 2 1 5 7 6 3 53 4 2 1 0 73.0 4 1
2 1 4 1 2 2 2 2 16 0 1 42 36 36 2 1 0 2 4 42 1 55 3 2 3 0 110.0 4 1
4 0 7 1 0 0 0 7 20 4 4 1 46 46 4 3 0 7 7 1 3 39 4 4 0 0 10.0 4 1
1 0 2 1 1 1 1 1 4 0 1 34 4 4 1 0 0 1 2 34 0 57 2 1 1 0 33.0 4 1
3 0 3 3 0 0 1 2 48 0 1 48 48 48 3 1 1 3 3 48 2 48 1 3 2 0 32.0 4 1
7 0 9 2 2 1 2 7 173 2 5 17 198 198 2 2 1 7 9 17 3 58 6 7 1 1 906.0 4 1
1 0 1 1 0 0 0 1 0 0 1 6 0 0 1 0 0 1 1 6 0 6 1 1 0 0 20.0 4 1
1 0 1 1 1 1 1 0 0 0 0 54 0 0 1 0 0 0 1 54 0 54 1 1 0 0 26.0 4 1
1 0 3 1 3 1 3 0 569 0 0 50 569 569 3 0 2 0 3 50 2 50 1 1 0 0 314.0 4 1
3 0 4 1 1 1 1 3 38 2 2 6 86 86 2 1 0 3 4 6 1 54 3 3 0 0 22.0 4 1
5 0 6 3 1 1 1 5 15 3 3 4 28 28 3 2 0 5 6 4 2 54 4 5 0 0 22.0 4 1
1 0 5 1 5 1 5 0 349 0 0 50 349 349 5 0 4 0 5 50 4 50 1 1 0 0 140.0 4 1
4 0 19 4 5 1 5 14 9254 9 4 6 10478 10478 9 10 4 14 19 14 14 53 5 4 0 2 611.0 4 1
3 0 4 3 1 1 1 3 234 2 2 1 272 272 2 1 0 3 4 1 1 55 3 3 1 0 53.0 4 1
1 1 2 1 2 2 2 0 74 0 0 50 77 77 1 0 0 0 2 50 0 58 2 1 0 0 655.0 4 1
1 0 2 1 1 1 1 1 32 0 1 45 32 32 1 0 0 1 2 45 0 61 2 1 0 0 4.0 4 1
3 0 5 3 0 0 3 2 87 0 1 48 87 87 5 1 3 5 5 48 4 48 1 3 4 0 63.0 4 1
1 0 1 1 1 1 1 0 25 0 0 54 25 25 1 0 0 0 1 54 0 54 1 1 0 0 6.0 4 1
1 0 3 1 0 0 0 3 8 0 1 1 8 8 3 2 0 3 3 1 2 1 1 1 0 0 30.0 4 1
3 0 19 3 5 1 5 14 473 8 5 6 1232 1232 8 9 4 14 19 22 13 52 6 3 1 1 487.0 4 1
9 0 21 6 0 0 5 16 550 12 3 2 1056 1056 12 13 5 21 21 8 18 43 3 9 4 4 1108.0 4 1
1 0 1 1 1 1 1 0 10 0 0 52 10 10 1 0 0 0 1 52 0 52 1 1 0 1 118.0 4 1
2 0 4 2 1 1 1 3 84 2 2 1 103 103 2 1 0 3 4 1 1 55 3 2 1 0 7.0 4 1
3 0 5 3 1 1 1 4 344 3 2 1 383 383 3 2 0 4 5 1 2 55 3 3 1 0 93.0 4 1
3 0 14 2 5 1 5 9 201 4 5 2 493 493 5 4 4 9 14 51 8 51 6 3 5 1 622.0 4 1
2 0 2 1 1 1 1 1 6 0 1 31 6 6 1 0 0 1 2 31 0 60 2 2 0 0 10.0 4 1
2 0 2 2 0 0 0 2 5 0 1 4 5 5 2 1 0 2 2 4 1 4 1 2 0 0 25.0 4 1
4 0 4 2 1 1 1 3 5 2 2 4 11 11 2 1 0 3 4 4 1 54 3 4 0 0 44.0 4 1
3 0 3 2 0 0 0 3 6 2 2 4 11 11 2 1 0 3 3 4 1 33 2 3 0 0 7.0 4 1
2 0 2 2 0 0 0 2 4 0 1 4 4 4 2 1 0 2 2 4 1 4 1 2 0 0 17.0 4 1
3 0 3 2 0 0 0 3 5 2 2 4 7 7 2 1 0 3 3 4 1 26 2 3 0 0 7.0 4 1
1 0 1 1 1 1 1 0 0 0 0 50 0 0 1 0 0 0 1 50 0 50 1 1 0 0 164.0 4 1
2 0 2 2 0 0 0 2 5 0 1 4 5 5 2 1 0 2 2 4 1 4 1 2 0 0 4.0 4 1
1 0 1 1 1 1 1 0 0 0 0 50 0 0 1 0 0 0 1 50 0 50 1 1 0 0 40.0 4 1
2 0 4 2 1 1 1 3 7 0 1 40 12 12 3 2 0 3 4 40 2 53 2 2 0 0 62.0 4 1
2 0 4 1 1 1 1 3 47 2 2 1 58 58 2 1 0 3 4 1 1 59 3 2 0 0 43.0 4 1
3 0 4 1 1 1 1 3 6 1 3 2 14 14 1 0 0 3 4 2 0 60 4 3 0 0 29.0 4 1
1 0 2 1 0 0 0 2 6 1 2 35 6 6 1 0 0 2 2 35 0 49 2 1 0 0 7.0 4 1
3 0 3 2 1 1 1 2 16 0 1 4 21 21 2 1 0 2 3 4 1 60 2 3 0 0 6.0 4 1
3 0 6 2 0 0 1 5 92 3 3 30 139 139 3 2 1 6 6 30 3 49 3 3 2 0 51.0 4 1
1 0 1 1 0 0 0 1 0 0 1 40 0 0 1 0 0 1 1 40 0 40 1 1 0 0 9.0 4 1
2 0 15 2 0 0 3 12 449 8 2 30 521 521 8 10 3 15 15 30 13 46 2 2 4 1 296.0 4 1
2 0 3 1 1 1 1 2 98 1 2 4 124 124 1 0 0 2 3 4 0 55 3 2 0 0 36.0 4 1
1 0 2 1 2 1 2 0 16 0 0 50 16 16 2 0 1 0 2 50 1 50 1 1 1 0 146.0 4 1
3 0 7 1 0 0 0 7 51 5 3 1 55 55 5 4 0 7 7 1 4 30 3 3 1 1 86.0 4 1
2 0 4 1 0 0 0 4 21 2 3 1 34 34 2 1 0 4 4 1 1 26 3 2 0 0 40.0 4 1
1 0 1 1 1 1 1 0 0 0 0 50 0 0 1 0 0 0 1 50 0 50 1 1 0 0 7.0 4 1
2 0 2 1 1 1 1 1 6 0 1 31 6 6 1 0 0 1 2 31 0 60 2 2 0 0 20.0 4 1
2 0 3 1 1 1 1 2 43 0 1 6 59 59 2 1 0 2 3 6 1 54 2 2 0 0 5.0 4 1
3 0 5 2 1 1 1 4 98 2 3 1 140 140 2 1 0 4 5 1 1 55 4 3 1 0 18.0 4 1
1 0 4 1 1 1 1 3 352 2 2 1 373 373 2 1 0 3 4 1 1 55 3 1 1 0 89.0 4 1
2 0 5 1 0 0 0 5 20 2 3 1 31 31 2 2 0 5 5 1 2 22 3 2 0 0 73.0 4 1
2 0 6 2 2 1 2 4 59 0 1 39 66 66 4 3 1 4 6 39 4 52 2 2 1 0 317.0 4 1
1 0 2 1 2 1 2 0 197 0 0 52 197 197 2 0 1 0 2 52 1 52 1 1 0 0 164.0 4 1
4 0 9 4 0 0 1 8 513 0 1 29 513 513 9 7 1 9 9 29 8 29 1 4 6 1 28.0 4 1
3 0 10 3 5 1 5 5 354 2 3 6 678 678 5 2 4 5 10 51 6 51 4 3 0 0 47.0 4 1
2 0 2 2 0 0 0 2 5 0 1 4 5 5 2 1 0 2 2 4 1 4 1 2 0 0 10.0 4 1
3 0 7 1 2 1 2 5 29 2 4 1 50 50 2 1 1 5 7 1 2 58 5 3 1 0 63.0 4 1
4 0 6 3 0 0 3 3 176 4 2 1 197 197 4 1 3 6 6 48 4 48 2 4 2 0 49.0 4 1
2 0 3 1 0 0 0 3 5 2 2 1 7 7 2 1 0 3 3 1 1 12 2 2 0 0 8.0 4 1
3 0 8 3 2 1 2 6 186 4 2 34 433 433 4 4 1 6 8 44 5 53 3 3 0 0 233.0 4 1
3 0 8 2 0 0 3 5 246 4 4 5 252 252 4 1 3 8 8 48 4 48 4 3 2 0 29.0 4 1
1 0 2 1 1 1 1 1 2 0 1 37 2 2 1 0 0 1 2 37 0 50 2 1 0 0 21.0 4 1
1 0 1 1 1 1 1 0 0 0 0 50 0 0 1 0 0 0 1 50 0 50 1 1 0 0 35.0 4 1
2 0 3 2 1 1 2 1 55 0 1 48 66 66 2 0 1 2 3 48 1 57 2 2 1 0 97.0 4 1
1 0 1 1 0 0 0 1 0 0 1 30 0 0 1 0 0 1 1 30 0 30 1 1 0 0 23.0 4 1
1 0 2 1 0 0 1 1 3 0 1 49 3 3 2 0 1 2 2 49 1 49 1 1 0 0 12.0 4 1
2 0 4 1 1 1 1 3 19 2 2 3 37 37 2 1 0 3 4 3 1 50 3 2 0 1 30.0 4 1
2 0 2 2 2 1 2 0 11 0 0 53 11 11 2 0 1 0 2 53 1 53 1 2 1 0 61.0 4 1
1 1 2 1 2 2 2 0 3 0 0 50 3 3 1 0 0 0 2 50 0 58 2 1 0 0 22.0 4 1
2 0 9 2 4 1 4 5 162 3 2 23 301 301 4 3 3 5 9 55 6 55 3 2 1 0 279.0 4 1
1 0 1 1 0 0 0 1 0 0 1 47 0 0 1 0 0 1 1 47 0 47 1 1 1 0 43.0 4 1
3 0 13 3 0 0 5 8 470 7 3 30 562 562 7 5 5 13 13 48 10 48 3 3 3 0 314.0 4 1
1 0 1 1 1 1 1 0 0 0 0 50 0 0 1 0 0 0 1 50 0 50 1 1 0 0 14.0 4 1
2 0 6 2 3 1 5 1 47 0 1 49 72 72 3 0 4 3 6 49 4 57 2 2 1 2 65.0 4 1
1 0 1 1 1 1 1 0 0 0 0 53 0 0 1 0 0 0 1 53 0 53 1 1 0 0 8.0 4 1
4 0 13 3 0 0 1 12 348 5 5 1 419 419 5 7 1 13 13 1 8 49 5 4 0 0 31.0 4 1
3 0 7 1 0 0 3 4 245 4 4 5 395 395 4 0 3 7 7 48 3 48 4 3 2 0 31.0 4 1
2 0 5 1 1 1 1 4 156 2 3 1 185 185 2 1 0 4 5 1 1 55 4 2 1 0 42.0 4 1
3 0 3 3 1 1 1 2 442 0 1 38 587 587 2 1 0 2 3 38 1 60 2 3 5 1 101.0 4 1
1 0 3 1 0 0 2 1 99 0 1 49 99 99 3 0 2 3 3 49 2 49 1 1 1 1 64.0 4 1
1 2 3 1 3 2 3 0 52 0 0 50 53 53 2 0 1 0 3 50 1 60 2 1 0 0 11.0 4 1
2 0 4 2 1 1 1 3 306 2 2 1 326 326 2 1 0 3 4 1 1 55 3 2 1 0 98.0 4 1
