TotalPeopleInBurst MaximumCodeBurstLate NumberOfChanges MaxPeopleInBurst TotalBurstSizeLate NumberCodeBurstsLate NumberOfChangesLate NumberOfChangesEarly MaxChurnInBurst MaximumCodeBurstEarly NumberCodeBurstsEarly TimeFirstBurst TotalChurnInBurst ChurnTotal MaximumCodeBurst NumberOfConsecutiveChangesEarly NumberConsecutiveChangesLate TotalBurstSizeEarly TotalBurstSize TimeMaxBurst NumberConsecutiveChanges TimeLastBurst NumberCodeBursts PeopleTotal pre NumberOfDefects TLOC
2 0 7 2 0 0 2 5 1746 0 1 32 1746 1777 3 0 2 3 3 32 2 32 1 3 0 0 552.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 33 0 0 0 0 0 -1 0 -1 0 4 0 0 206.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 20 0 0 0 0 0 -1 0 -1 0 2 0 0 11.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 73.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 40 0 0 0 0 0 -1 0 -1 0 2 1 1 43.0
3 0 5 3 0 0 3 2 209 0 1 29 209 209 5 1 3 5 5 29 4 29 1 3 1 0 36.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 40 0 0 1 0 0 -1 1 -1 0 4 1 0 14.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 320 0 0 0 0 0 -1 0 -1 0 2 0 0 129.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 42 0 0 0 0 0 -1 0 -1 0 2 0 0 9.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 52 0 0 0 0 0 -1 0 -1 0 2 0 0 6.0
0 0 6 0 0 0 2 4 0 0 0 -1 0 47 0 1 1 0 0 -1 2 -1 0 2 1 0 215.0
3 0 5 3 0 0 1 4 21 0 1 17 21 35 3 2 0 3 3 17 2 17 1 6 0 0 58.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 3 0 0 88.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 111 0 0 1 0 0 -1 1 -1 0 5 0 0 40.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 3 0 0 17.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 0 147.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 3 0 0 47.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 85 0 0 1 0 0 -1 1 -1 0 4 0 0 17.0
3 0 14 2 0 0 1 13 187 7 2 8 207 1121 7 9 0 10 10 8 9 28 2 5 4 1 331.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 20 0 1 0 0 0 -1 1 -1 0 2 0 0 109.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 0 20.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 32 0 0 0 0 0 -1 0 -1 0 2 0 0 3.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 6 0 0 1 0 0 -1 1 -1 0 2 0 0 118.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 17 0 0 0 0 0 -1 0 -1 0 2 1 0 8.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 20 0 0 0 0 0 -1 0 -1 0 2 0 0 8.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 104 0 0 0 0 0 -1 0 -1 0 2 0 0 26.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 1 0 35.0
0 0 6 0 0 0 1 5 0 0 0 -1 0 243 0 2 0 0 0 -1 2 -1 0 3 0 0 110.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 0 6.0
1 0 7 1 0 0 1 6 49 0 1 28 49 184 3 3 0 3 3 28 3 28 1 2 0 0 13.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 558 0 0 0 0 0 -1 0 -1 0 2 0 0 62.0
4 0 4 4 3 1 3 1 89 0 0 33 89 89 3 0 2 0 3 33 2 33 1 5 1 1 184.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 466 0 1 0 0 0 -1 1 -1 0 3 1 0 115.0
3 0 8 3 0 0 4 4 122 0 1 32 122 188 5 0 4 5 5 32 4 32 1 3 1 0 366.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 118 0 0 0 0 0 -1 0 -1 0 2 2 0 54.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 217 0 0 0 0 0 -1 0 -1 0 2 0 0 37.0
1 0 8 1 0 0 1 7 32 0 1 29 32 277 3 3 0 3 3 29 3 29 1 2 0 0 217.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 140 0 0 0 0 0 -1 0 -1 0 2 0 0 49.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 22 0 0 0 0 0 -1 0 -1 0 2 0 0 24.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 40 0 0 0 0 0 -1 0 -1 0 2 0 0 6.0
2 0 5 2 0 0 1 4 21 0 1 11 21 31 3 2 0 3 3 11 2 11 1 3 0 0 78.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 19 0 0 0 0 0 -1 0 -1 0 2 0 0 10.0
0 0 5 0 0 0 2 3 0 0 0 -1 0 29 0 1 1 0 0 -1 2 -1 0 5 1 1 171.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 39 0 0 0 0 0 -1 0 -1 0 5 1 0 188.0
0 0 5 0 0 0 1 4 0 0 0 -1 0 493 0 2 0 0 0 -1 2 -1 0 4 0 0 40.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 0 4.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 517 0 0 0 0 0 -1 0 -1 0 2 0 0 97.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 139 0 1 1 0 0 -1 2 -1 0 3 1 0 36.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 49 0 1 0 0 0 -1 1 -1 0 2 0 0 675.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 2 0 1 213.0
5 0 14 4 4 1 4 10 1345 5 2 3 2305 3977 5 7 3 9 13 12 10 34 3 5 3 0 647.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 1 0 0 12.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 23 0 0 0 0 0 -1 0 -1 0 1 0 0 42.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 372 0 0 0 0 0 -1 0 -1 0 2 0 0 93.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 196 0 0 0 0 0 -1 0 -1 0 1 0 0 118.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 838 0 0 1 0 0 -1 1 -1 0 2 0 0 132.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 0 6.0
0 0 6 0 0 0 1 5 0 0 0 -1 0 87 0 1 0 0 0 -1 1 -1 0 5 1 1 122.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 140 0 0 0 0 0 -1 0 -1 0 2 0 0 8.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 27 0 0 0 0 0 -1 0 -1 0 3 0 0 16.0
3 0 13 3 0 0 3 10 1101 7 2 17 1482 1482 7 8 3 13 13 17 11 29 2 3 4 2 482.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 0 61.0
1 0 5 1 0 0 1 4 89 0 1 29 89 144 3 2 0 3 3 29 2 29 1 2 0 0 229.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 111 0 0 0 0 0 -1 0 -1 0 4 1 0 12.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 0 380.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 1 0 0 73.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 0 5.0
0 0 8 0 0 0 2 6 0 0 0 -1 0 1215 0 2 1 0 0 -1 3 -1 0 4 0 0 384.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 1054 0 0 0 0 0 -1 0 -1 0 3 0 0 205.0
3 0 8 3 0 0 1 7 37 0 1 11 37 95 4 4 0 4 4 11 4 11 1 6 0 0 102.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 22 0 0 0 0 0 -1 0 -1 0 2 0 1 64.0
2 0 6 2 0 0 2 4 467 0 1 2 467 2602 3 2 1 3 3 2 3 2 1 4 2 1 561.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 24 0 0 0 0 0 -1 0 -1 0 3 0 0 104.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 0 112.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0
0 0 6 0 0 0 2 4 0 0 0 -1 0 485 0 1 1 0 0 -1 2 -1 0 3 1 0 100.0
3 0 6 3 3 1 3 3 85 0 0 34 85 248 3 1 2 0 3 34 3 34 1 5 0 0 72.0
4 0 11 3 0 0 3 8 1067 5 2 13 1460 1868 5 5 3 10 10 13 8 30 2 4 6 0 215.0
2 0 6 2 4 1 4 2 1433 0 0 35 1433 1458 4 0 3 0 4 35 3 35 1 2 0 0 440.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 148 0 0 0 0 0 -1 0 -1 0 2 0 0 47.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 159 0 0 0 0 0 -1 0 -1 0 2 0 0 36.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 66 0 0 0 0 0 -1 0 -1 0 5 0 0 102.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 17 0 0 0 0 0 -1 0 -1 0 4 0 0 26.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 324 0 0 0 0 0 -1 0 -1 0 2 0 0 74.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 21 0 0 0 0 0 -1 0 -1 0 3 0 0 33.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 3 0 0 51.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 25 0 0 1 0 0 -1 1 -1 0 3 1 0 69.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 145 0 0 0 0 0 -1 0 -1 0 2 0 0 43.0
5 0 12 3 3 1 3 9 1182 0 1 10 1307 1364 5 6 2 5 8 10 8 33 2 6 2 0 315.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 3 0 0 26.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 117 0 0 0 0 0 -1 0 -1 0 2 0 0 40.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 53 0 0 1 0 0 -1 1 -1 0 3 0 0 31.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 60 0 0 0 0 0 -1 0 -1 0 2 0 0 15.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 3 0 0 29.0
3 0 14 3 0 0 2 12 24 6 2 12 46 897 6 8 1 10 10 12 9 28 2 5 9 1 611.0
1 0 7 1 0 0 1 6 104 0 1 29 104 539 3 2 0 3 3 29 2 29 1 3 0 0 288.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 0 36.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 0 13.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 20 0 0 0 0 0 -1 0 -1 0 5 0 0 43.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 0 4.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 1 0 0 35.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 1 0 0 13.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 98 0 0 0 0 0 -1 0 -1 0 2 0 0 21.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 2 0 0 4.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 41 0 0 0 0 0 -1 0 -1 0 2 0 0 116.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 86 0 1 0 0 0 -1 1 -1 0 3 0 0 24.0
0 0 5 0 0 0 2 3 0 0 0 -1 0 92 0 0 1 0 0 -1 1 -1 0 4 1 1 12.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 0 8.0
4 0 15 4 4 1 4 11 3148 0 1 21 3655 3845 8 7 3 8 12 21 10 34 2 4 13 0 895.0
3 0 9 3 0 0 1 8 428 0 1 13 428 1019 5 4 0 5 5 13 4 13 1 4 0 0 171.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 1 0 0 7.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 2 0 0 57.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 22 0 0 0 0 0 -1 0 -1 0 1 0 0 16.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 0 36.0
3 0 15 3 0 0 3 12 918 7 2 16 1218 3443 7 8 3 13 13 16 11 29 2 3 5 0 668.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 348 0 0 0 0 0 -1 0 -1 0 3 0 0 142.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 1398 0 0 0 0 0 -1 0 -1 0 3 0 0 448.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 0 32.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 38 0 0 0 0 0 -1 0 -1 0 2 0 0 6.0
4 0 30 4 0 0 4 26 326 0 1 3 326 326 30 25 4 30 30 3 29 3 1 4 0 0 50.0
3 0 3 3 3 1 3 0 18 0 0 33 18 18 3 0 2 0 3 33 2 33 1 3 0 0 10.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 1 0 0 53.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 0 38.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 25 0 0 0 0 0 -1 0 -1 0 2 1 0 11.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 104 0 0 0 0 0 -1 0 -1 0 2 0 0 23.0
0 0 5 0 0 0 1 4 0 0 0 -1 0 61 0 0 0 0 0 -1 0 -1 0 4 0 0 381.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 98 0 0 0 0 0 -1 0 -1 0 2 0 1 17.0
3 0 6 3 0 0 2 4 320 0 1 1 320 358 3 2 1 3 3 1 3 1 1 3 0 0 133.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 16 0 0 1 0 0 -1 1 -1 0 2 0 0 20.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 27 0 0 0 0 0 -1 0 -1 0 3 0 0 181.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 18 0 0 1 0 0 -1 1 -1 0 2 0 0 8.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 304 0 1 0 0 0 -1 1 -1 0 4 0 0 15.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 48 0 0 1 0 0 -1 1 -1 0 2 0 0 54.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 39 0 0 1 0 0 -1 1 -1 0 3 2 0 46.0
0 0 5 0 0 0 2 3 0 0 0 -1 0 328 0 1 1 0 0 -1 2 -1 0 4 1 0 39.0
1 0 6 1 0 0 1 5 72 0 1 17 72 108 3 3 0 3 3 17 3 17 1 2 4 0 74.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 40 0 1 0 0 0 -1 1 -1 0 3 0 0 14.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 1 0 0 7.0
2 0 5 2 0 0 1 4 31 0 1 11 31 43 3 2 0 3 3 11 2 11 1 3 0 0 84.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 74 0 0 0 0 0 -1 0 -1 0 2 0 0 4.0
5 0 28 5 0 0 6 22 3330 0 1 8 3330 7048 26 19 6 26 26 8 25 8 1 5 18 4 1724.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 40 0 0 0 0 0 -1 0 -1 0 3 0 0 12.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 24 0 0 0 0 0 -1 0 -1 0 3 0 0 48.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 148 0 0 0 0 0 -1 0 -1 0 3 0 0 28.0
2 0 4 2 0 0 2 2 59 0 1 31 59 59 3 0 2 3 3 31 2 31 1 2 0 0 101.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 90 0 0 0 0 0 -1 0 -1 0 2 0 0 14.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 2 0 0 6.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 14 0 0 1 0 0 -1 1 -1 0 2 0 0 58.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 20 0 0 0 0 0 -1 0 -1 0 2 0 0 8.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 33 0 1 1 0 0 -1 2 -1 0 2 1 0 11.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 19 0 0 0 0 0 -1 0 -1 0 1 0 0 18.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 41 0 0 0 0 0 -1 0 -1 0 3 0 0 39.0
1 0 6 1 0 0 1 5 46 0 1 29 46 182 3 3 0 3 3 29 3 29 1 3 2 0 356.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 84 0 0 0 0 0 -1 0 -1 0 2 0 0 5.0
3 0 11 3 0 0 1 10 48 0 1 6 48 5512 7 7 0 7 7 6 7 6 1 6 0 2 1463.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 3 0 0 8.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 35 0 0 0 0 0 -1 0 -1 0 3 1 0 46.0
4 0 14 4 0 0 4 10 335 7 3 10 621 630 7 6 4 13 13 28 10 28 3 4 9 0 561.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 22 0 0 0 0 0 -1 0 -1 0 2 1 1 45.0
3 0 6 3 0 0 3 3 33 0 1 32 33 87 4 1 3 4 4 32 4 32 1 3 2 0 97.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 2 0 0 24.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 42 0 0 0 0 0 -1 0 -1 0 2 0 0 9.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 272 0 0 0 0 0 -1 0 -1 0 2 0 0 17.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 76 0 0 0 0 0 -1 0 -1 0 2 0 0 19.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 169 0 1 0 0 0 -1 1 -1 0 3 0 0 58.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 22 0 0 0 0 0 -1 0 -1 0 2 0 0 553.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 67 0 0 1 0 0 -1 1 -1 0 2 1 1 339.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 3 0 0 4.0
5 0 11 4 0 0 2 9 168 3 2 3 196 560 3 4 2 6 6 3 6 32 2 5 1 0 216.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 38 0 0 0 0 0 -1 0 -1 0 2 0 0 6.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 27 0 0 1 0 0 -1 1 -1 0 2 3 2 64.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 76 0 0 0 0 0 -1 0 -1 0 2 0 0 5.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 851 0 1 0 0 0 -1 1 -1 0 3 0 0 194.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 602 0 0 0 0 0 -1 0 -1 0 3 1 0 93.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 6.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 60 0 0 0 0 0 -1 0 -1 0 4 0 0 337.0
5 0 26 5 0 0 5 21 7082 18 2 0 7558 7558 18 19 5 26 26 12 24 12 2 5 11 3 1121.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 30.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 20 0 0 0 0 0 -1 0 -1 0 2 0 0 5.0
4 0 14 4 0 0 1 13 55 0 1 8 55 2971 9 9 0 9 9 8 9 8 1 5 1 2 942.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 36 0 0 0 0 0 -1 0 -1 0 3 0 0 242.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 66 0 0 0 0 0 -1 0 -1 0 2 0 0 4.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 68 0 0 0 0 0 -1 0 -1 0 2 0 0 5.0
5 0 14 5 0 0 4 10 355 7 2 11 556 1672 7 6 4 11 11 30 10 30 2 6 2 0 404.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 2 0 0 30.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 28 0 0 0 0 0 -1 0 -1 0 2 1 0 316.0
3 0 10 3 0 0 2 8 214 0 1 18 214 713 6 5 1 6 6 18 6 18 1 5 3 0 164.0
1 0 6 1 0 0 1 5 52 0 1 14 52 72 3 2 0 3 3 14 2 14 1 2 1 0 193.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 341 0 0 1 0 0 -1 1 -1 0 4 1 0 100.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 43 0 1 0 0 0 -1 1 -1 0 4 0 0 98.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 42 0 0 0 0 0 -1 0 -1 0 2 0 0 6.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 2 0 0 109.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 42 0 0 0 0 0 -1 0 -1 0 3 0 0 135.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 4 0 0 20.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 140 0 0 0 0 0 -1 0 -1 0 2 0 0 28.0
4 0 11 4 0 0 2 9 35 0 1 9 35 1595 7 6 1 7 7 9 7 9 1 4 0 0 592.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 72 0 0 0 0 0 -1 0 -1 0 2 0 0 20.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 4 0 0 7.0
3 0 4 3 0 0 1 3 19 0 1 13 19 33 3 2 0 3 3 13 2 13 1 5 0 1 261.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 680 0 0 0 0 0 -1 0 -1 0 3 0 0 272.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 92 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 98 0 0 0 0 0 -1 0 -1 0 2 0 0 37.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 0 130.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 24 0 0 0 0 0 -1 0 -1 0 2 0 0 119.0
0 0 5 0 0 0 2 3 0 0 0 -1 0 47 0 0 1 0 0 -1 1 -1 0 4 1 0 36.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 76 0 0 1 0 0 -1 1 -1 0 2 0 0 17.0
2 0 8 2 0 0 2 6 46 0 1 16 46 87 4 4 1 4 4 16 5 16 1 3 3 0 41.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 25 0 0 0 0 0 -1 0 -1 0 2 0 0 132.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 31 0 0 1 0 0 -1 1 -1 0 3 0 0 64.0
3 0 8 3 0 0 1 7 52 0 1 13 52 86 4 4 0 4 4 13 4 13 1 5 0 0 610.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 21 0 0 0 0 0 -1 0 -1 0 2 0 0 179.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 1082 0 0 0 0 0 -1 0 -1 0 3 1 0 394.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 41 0 0 0 0 0 -1 0 -1 0 2 0 0 11.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 17 0 0 0 0 0 -1 0 -1 0 2 0 0 54.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 38 0 0 1 0 0 -1 1 -1 0 3 0 1 122.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 2 0 1 4.0
2 0 5 2 0 0 4 1 306 0 1 31 306 306 5 0 4 5 5 31 4 31 1 2 0 0 233.0
5 0 11 3 3 1 3 8 2032 5 2 1 2465 2465 5 6 2 8 11 1 8 35 3 5 1 0 524.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 2 0 0 6.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 170 0 0 0 0 0 -1 0 -1 0 2 0 0 8.0
3 0 4 3 4 1 4 0 22 0 0 33 22 22 4 0 3 0 4 33 3 33 1 3 0 0 5.0
2 0 7 2 0 0 2 5 90 0 1 6 90 191 3 2 1 3 3 6 3 6 1 3 0 0 155.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 3 0 0 7.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 60 0 0 1 0 0 -1 1 -1 0 2 0 0 8.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 0 20.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 17 0 1 0 0 0 -1 1 -1 0 3 0 0 25.0
0 0 5 0 0 0 1 4 0 0 0 -1 0 2875 0 1 0 0 0 -1 1 -1 0 5 0 0 775.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 141 0 0 0 0 0 -1 0 -1 0 3 0 1 425.0
2 0 6 2 0 0 1 5 21 0 1 29 21 84 3 2 0 3 3 29 2 29 1 3 0 0 32.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 0 6.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 20 0 0 0 0 0 -1 0 -1 0 2 0 0 112.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 23 0 0 0 0 0 -1 0 -1 0 3 0 0 20.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 20 0 0 1 0 0 -1 1 -1 0 2 0 0 54.0
