TotalPeopleInBurst MaximumCodeBurstLate NumberOfChanges MaxPeopleInBurst TotalBurstSizeLate NumberCodeBurstsLate NumberOfChangesLate NumberOfChangesEarly MaxChurnInBurst MaximumCodeBurstEarly NumberCodeBurstsEarly TimeFirstBurst TotalChurnInBurst ChurnTotal MaximumCodeBurst NumberOfConsecutiveChangesEarly NumberConsecutiveChangesLate TotalBurstSizeEarly TotalBurstSize TimeMaxBurst NumberConsecutiveChanges TimeLastBurst NumberCodeBursts PeopleTotal pre NumberOfDefects TLOC
0 0 3 0 0 0 1 2 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 0 21.0
0 0 3 0 0 0 0 3 0 0 0 -1 0 8 0 1 0 0 0 -1 1 -1 0 2 0 0 11.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 38.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 84 0 1 0 0 0 -1 1 -1 0 1 1 0 25.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 125.0
2 0 5 2 3 1 3 2 40 0 0 53 40 82 3 1 2 0 3 53 3 53 1 2 0 0 5.0
1 0 12 1 0 0 1 11 222 4 2 22 338 753 4 6 0 7 7 22 6 43 2 3 0 1 281.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 164.0
2 0 3 2 3 1 3 0 35 0 0 55 35 35 3 0 2 0 3 55 2 55 1 2 1 1 65.0
1 0 8 1 0 0 0 8 11 0 1 1 11 203 3 3 0 3 3 1 3 1 1 2 0 0 111.0
3 0 6 3 0 0 3 3 192 0 1 49 192 197 4 0 3 4 4 49 3 49 1 4 1 0 132.0
4 0 11 3 0 0 1 10 50 4 2 4 100 652 4 5 1 7 7 27 6 27 2 7 0 0 178.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 23 0 0 0 0 0 -1 0 -1 0 1 1 0 21.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 1 0 0 0 -1 1 -1 0 2 0 0 4.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 45 0 1 0 0 0 -1 1 -1 0 3 0 0 135.0
4 0 7 4 0 0 1 6 28 0 1 4 28 46 4 4 0 4 4 4 4 4 1 5 1 0 152.0
6 0 19 4 0 0 5 14 75 7 2 23 142 212 7 6 5 12 12 48 11 48 2 9 1 5 381.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 26.0
3 0 14 3 0 0 2 12 152 3 2 20 168 609 3 6 1 6 6 20 7 28 2 4 0 0 180.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 72 0 0 0 0 0 -1 0 -1 0 1 0 0 12.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 97 0 1 1 0 0 -1 2 -1 0 3 0 1 34.0
0 0 5 0 0 0 2 3 0 0 0 -1 0 107 0 1 0 0 0 -1 1 -1 0 3 0 0 23.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 30.0
3 0 3 3 0 0 1 2 111 0 1 47 111 111 3 1 1 3 3 47 2 47 1 3 1 0 48.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 53 0 1 0 0 0 -1 1 -1 0 2 0 0 4.0
3 0 24 3 0 0 7 17 415 13 3 15 596 1646 13 13 7 22 22 41 20 41 3 3 0 0 321.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 19 0 0 0 0 0 -1 0 -1 0 3 0 0 34.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 170 0 1 0 0 0 -1 1 -1 0 2 0 0 25.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 71 0 1 0 0 0 -1 1 -1 0 2 0 0 22.0
5 0 15 4 4 1 5 10 495 7 2 25 682 799 7 7 4 10 14 25 11 57 3 5 10 0 413.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 1 0 0 358.0
2 0 10 2 0 0 1 9 262 0 1 29 262 278 6 6 0 6 6 29 6 29 1 5 0 0 127.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 7 0 0 1 0 0 -1 1 -1 0 1 0 0 24.0
0 0 6 0 0 0 1 5 0 0 0 -1 0 119 0 2 0 0 0 -1 2 -1 0 2 2 0 31.0
0 0 8 0 0 0 1 7 0 0 0 -1 0 103 0 2 0 0 0 -1 2 -1 0 2 0 0 157.0
0 0 10 0 0 0 2 8 0 0 0 -1 0 146 0 2 1 0 0 -1 3 -1 0 2 1 0 200.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 18.0
1 0 10 1 0 0 1 9 6176 0 1 14 6176 7346 5 6 0 5 5 14 6 14 1 2 0 0 133.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 1 0 0 222.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 109 0 1 0 0 0 -1 1 -1 0 2 1 0 37.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 1 0 0 0 0 0 -1 0 -1 0 1 1 0 35.0
3 0 17 3 0 0 6 11 1995 0 1 38 1995 1995 17 10 6 17 17 38 16 38 1 3 22 2 568.0
6 0 12 4 4 1 4 8 153 0 1 23 202 288 4 2 3 3 7 54 5 54 2 9 0 3 309.0
4 0 10 4 0 0 6 4 902 0 1 46 902 902 9 2 6 9 9 46 8 46 1 4 2 1 340.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 13.0
5 0 15 3 3 1 3 12 637 4 2 4 862 1071 4 7 2 7 10 18 9 57 3 5 2 0 364.0
2 0 5 2 3 1 3 2 36 0 0 53 36 57 3 1 2 0 3 53 3 53 1 2 0 0 4.0
3 0 4 3 0 0 0 4 38 0 1 4 38 40 3 2 0 3 3 4 2 4 1 4 1 0 97.0
3 0 4 3 0 0 2 2 56 0 1 48 56 56 4 1 2 4 4 48 3 48 1 3 3 0 52.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 73 0 0 0 0 0 -1 0 -1 0 1 0 0 41.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 1 1 0 120.0
5 0 15 3 0 0 1 14 71 4 3 1 149 369 4 8 0 11 11 1 8 31 3 5 1 0 116.0
6 0 14 6 0 0 8 6 1759 0 1 46 1759 2058 12 4 8 12 12 46 12 46 1 6 3 2 477.0
3 0 8 3 0 0 1 7 70 5 2 38 126 126 5 5 1 8 8 45 6 45 2 3 6 0 43.0
2 0 6 2 3 1 3 3 35 0 0 53 35 46 3 1 2 0 3 53 3 53 1 4 0 0 23.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 14.0
0 0 8 0 0 0 1 7 0 0 0 -1 0 2049 0 2 0 0 0 -1 2 -1 0 3 0 2 525.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 1 0 0 0 -1 1 -1 0 2 0 0 46.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 2 0 0 17.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 54.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 248 0 1 0 0 0 -1 1 -1 0 2 0 2 57.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 2 0 0 18.0
4 0 16 4 4 1 4 12 470 0 1 26 730 1484 4 7 3 4 8 26 10 52 2 4 1 0 269.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 28 0 0 0 0 0 -1 0 -1 0 1 0 0 4.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 8.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 1 0 107.0
0 0 5 0 0 0 2 3 0 0 0 -1 0 30 0 1 1 0 0 -1 2 -1 0 4 0 0 15.0
1 0 9 1 0 0 1 8 55 0 1 18 55 170 6 6 0 6 6 18 6 18 1 1 2 0 72.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 1 0 5.0
2 0 6 2 6 1 6 0 76 0 0 53 76 76 6 0 5 0 6 53 5 53 1 2 4 0 53.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 37.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 22.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 35.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 10.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 2 0 0 35.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 8.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 6.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 202 0 1 0 0 0 -1 1 -1 0 1 0 0 194.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 16 0 0 1 0 0 -1 1 -1 0 1 0 0 79.0
0 0 3 0 0 0 0 3 0 0 0 -1 0 8 0 1 0 0 0 -1 1 -1 0 3 0 0 9.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 2 0 0 124.0
0 0 5 0 0 0 1 4 0 0 0 -1 0 115 0 1 0 0 0 -1 1 -1 0 2 1 0 128.0
3 0 5 3 5 1 5 0 296 0 0 53 296 296 5 0 4 0 5 53 4 53 1 3 6 0 95.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 4 0 0 1 0 0 -1 1 -1 0 2 1 0 65.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 3 0 0 0 0 0 -1 0 -1 0 2 0 0 18.0
0 0 7 0 0 0 3 4 0 0 0 -1 0 198 0 1 1 0 0 -1 2 -1 0 4 0 0 120.0
2 0 4 2 0 0 2 2 10 0 1 48 10 10 4 1 2 4 4 48 3 48 1 2 2 0 9.0
2 0 21 1 4 1 4 17 171 8 2 1 332 427 8 10 3 12 16 17 13 54 3 2 3 0 413.0
0 0 5 0 0 0 3 2 0 0 0 -1 0 60 0 1 1 0 0 -1 2 -1 0 3 2 0 211.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 11 0 1 1 0 0 -1 2 -1 0 1 1 0 16.0
2 0 8 2 0 0 1 7 60 0 1 39 60 202 3 3 0 3 3 39 3 39 1 2 1 0 14.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 22 0 0 0 0 0 -1 0 -1 0 1 0 0 27.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 1 0 0 0 -1 1 -1 0 1 0 0 59.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 3 0 0 0 0 0 -1 0 -1 0 2 0 0 10.0
2 0 5 2 0 0 1 4 110 0 1 36 110 202 3 2 0 3 3 36 2 36 1 2 1 0 45.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 2 0 0 8.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 18.0
1 0 8 1 0 0 1 7 586 0 1 6 586 2328 3 4 0 3 3 6 4 6 1 2 0 1 194.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 127 0 0 0 0 0 -1 0 -1 0 2 0 0 15.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 257.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 23 0 0 0 0 0 -1 0 -1 0 1 0 0 4.0
2 0 4 2 3 1 3 1 59 0 0 58 59 59 3 0 2 0 3 58 2 58 1 2 0 0 26.0
2 0 7 2 0 0 1 6 59 4 2 38 71 71 4 4 1 7 7 45 5 45 2 2 1 0 23.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 150 0 1 0 0 0 -1 1 -1 0 2 1 0 31.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 69 0 0 0 0 0 -1 0 -1 0 2 0 0 37.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 279 0 1 0 0 0 -1 1 -1 0 1 1 0 67.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 1 0 68.0
2 0 7 2 0 0 2 5 52 0 1 1 52 399 4 3 1 4 4 1 4 1 1 4 1 0 50.0
0 0 3 0 0 0 3 0 0 0 0 -1 0 41 0 0 1 0 0 -1 1 -1 0 1 0 0 7.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 46 0 1 0 0 0 -1 1 -1 0 2 2 0 20.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 30 0 0 0 0 0 -1 0 -1 0 1 1 0 9.0
2 0 5 2 0 0 1 4 156 0 1 46 156 179 3 1 1 3 3 46 2 46 1 2 3 0 91.0
3 0 15 3 3 1 3 12 3537 5 3 6 5086 5121 5 8 2 11 14 16 10 54 4 3 0 1 532.0
2 0 8 2 0 0 7 1 398 0 1 49 398 398 8 0 7 8 8 49 7 49 1 2 2 0 340.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 5.0
5 0 21 3 0 0 7 14 2480 8 3 1 3147 3153 8 9 7 19 19 48 16 48 3 6 8 2 645.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 1 0 0 0 -1 1 -1 0 2 0 0 4.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 74 0 1 0 0 0 -1 1 -1 0 2 0 0 6.0
0 0 3 0 0 0 3 0 0 0 0 -1 0 18 0 0 1 0 0 -1 1 -1 0 1 0 0 110.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 9.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 248 0 1 1 0 0 -1 2 -1 0 2 0 0 31.0
3 0 6 3 0 0 0 6 275 0 1 38 275 275 6 5 0 6 6 38 5 38 1 3 12 0 112.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 43 0 0 0 0 0 -1 0 -1 0 3 1 0 44.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 21 0 1 0 0 0 -1 1 -1 0 1 0 0 5.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 54 0 0 0 0 0 -1 0 -1 0 1 0 0 42.0
2 0 4 2 0 0 1 3 9 0 1 47 9 9 4 2 1 4 4 47 3 47 1 2 0 0 46.0
3 0 9 3 0 0 3 6 155 4 2 38 200 216 4 4 2 7 7 45 6 45 2 3 1 0 121.0
5 0 11 3 4 1 4 7 239 0 1 4 282 313 4 2 3 3 7 54 5 54 2 7 2 0 206.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 28 0 1 0 0 0 -1 1 -1 0 1 2 0 50.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 77 0 1 0 0 0 -1 1 -1 0 2 0 0 22.0
2 0 6 2 0 0 1 5 62 0 1 44 62 62 6 4 1 6 6 44 5 44 1 2 4 0 30.0
1 0 3 1 0 0 0 3 163 0 1 24 163 163 3 2 0 3 3 24 2 24 1 1 1 0 119.0
2 0 8 2 0 0 2 6 186 0 1 37 186 190 6 5 1 6 6 37 6 37 1 2 0 0 42.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 0 27.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 121 0 1 0 0 0 -1 1 -1 0 1 1 0 5.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 1 0 69.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 16.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 22.0
3 0 9 3 0 0 2 7 84 0 1 42 84 268 4 4 1 4 4 42 5 42 1 3 2 0 202.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 1 0 162.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 2 0 0 1 0 0 -1 1 -1 0 1 2 0 70.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 12.0
0 0 6 0 0 0 1 5 0 0 0 -1 0 239 0 2 0 0 0 -1 2 -1 0 2 0 0 41.0
3 0 7 3 0 0 3 4 9 0 1 4 9 40 3 2 1 3 3 4 3 4 1 5 3 0 219.0
1 0 4 1 3 1 4 0 193 0 0 50 193 198 3 0 2 0 3 50 2 50 1 1 0 0 375.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 2 0 0 1 0 0 -1 1 -1 0 1 0 0 10.0
3 0 8 3 0 0 7 1 278 0 1 49 278 278 8 0 7 8 8 49 7 49 1 3 8 0 213.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 26 0 1 0 0 0 -1 1 -1 0 2 1 0 13.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 2 0 0 18.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 1 0 0 76.0
3 0 11 3 3 1 3 8 31 0 1 41 57 303 3 2 2 3 6 41 4 55 2 7 0 2 129.0
6 0 15 3 3 1 5 10 522 6 2 4 606 1166 6 6 3 9 12 42 9 54 3 7 3 0 839.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 9.0
4 0 8 3 3 1 5 3 105 0 1 47 127 127 5 2 4 5 8 47 6 57 2 4 1 2 89.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 183 0 1 0 0 0 -1 1 -1 0 1 1 0 9.0
3 0 12 3 0 0 1 11 503 9 2 31 809 809 9 9 1 12 12 37 10 37 2 3 5 1 23.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 2 1 0 75.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 1 0 0 0 -1 1 -1 0 2 0 0 92.0
2 0 6 2 3 1 4 2 109 0 0 58 109 206 3 0 2 0 3 58 2 58 1 3 0 0 22.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 17 0 0 0 0 0 -1 0 -1 0 1 0 0 34.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 9 0 0 0 0 0 -1 0 -1 0 1 0 0 4.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 10 0 1 0 0 0 -1 1 -1 0 4 1 0 23.0
0 0 3 0 0 0 0 3 0 0 0 -1 0 6 0 1 0 0 0 -1 1 -1 0 3 0 0 32.0
3 0 6 3 6 1 6 0 47 0 0 52 47 47 6 0 5 0 6 52 5 52 1 3 3 0 159.0
4 0 16 4 0 0 5 11 421 0 1 37 421 513 11 6 5 11 11 37 11 37 1 6 7 1 588.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 6.0
0 0 5 0 0 0 1 4 0 0 0 -1 0 257 0 2 0 0 0 -1 2 -1 0 2 0 0 13.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 0 4.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 9 0 0 1 0 0 -1 1 -1 0 1 0 0 21.0
0 0 5 0 0 0 1 4 0 0 0 -1 0 186 0 1 0 0 0 -1 1 -1 0 4 0 0 130.0
3 0 5 3 0 0 1 4 89 0 1 4 89 91 3 2 0 3 3 4 2 4 1 4 0 0 517.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 88 0 1 0 0 0 -1 1 -1 0 2 0 0 70.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 1 0 0 0 0 0 -1 0 -1 0 1 0 0 5.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 22 0 0 1 0 0 -1 1 -1 0 2 0 0 9.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 4.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 1 0 0 0 -1 1 -1 0 2 0 0 83.0
2 0 6 2 0 0 3 3 13 0 1 39 13 35 3 2 1 3 3 39 3 39 1 2 2 2 47.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 3 0 0 0 0 0 -1 0 -1 0 1 1 0 29.0
3 0 13 3 3 1 3 10 326 7 2 26 520 520 7 8 2 10 13 26 10 54 3 3 1 4 359.0
2 0 8 2 4 1 5 3 193 0 0 57 193 263 4 0 3 0 4 57 3 57 1 4 0 0 158.0
2 0 4 2 4 1 4 0 15 0 0 54 15 15 4 0 3 0 4 54 3 54 1 2 1 0 29.0
0 0 3 0 0 0 0 3 0 0 0 -1 0 7 0 1 0 0 0 -1 1 -1 0 3 0 0 13.0
3 0 5 3 5 1 5 0 59 0 0 54 59 59 5 0 4 0 5 54 4 54 1 3 8 0 417.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 15 0 1 0 0 0 -1 1 -1 0 2 0 0 87.0
4 0 20 3 0 0 6 14 1699 9 3 1 2007 2027 9 10 6 19 19 46 16 46 3 4 8 3 503.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 321 0 1 0 0 0 -1 1 -1 0 1 1 0 93.0
2 0 8 2 0 0 1 7 51 0 1 1 51 654 3 3 0 3 3 1 3 1 1 3 2 1 199.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 7 0 0 0 0 0 -1 0 -1 0 1 0 0 33.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 23 0 0 0 0 0 -1 0 -1 0 1 0 0 12.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 1 0 16.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 3 0 0 1 0 0 -1 1 -1 0 2 1 0 65.0
0 0 6 0 0 0 1 5 0 0 0 -1 0 1580 0 2 0 0 0 -1 2 -1 0 2 0 0 400.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 2 0 0 1 0 0 -1 1 -1 0 1 0 0 77.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 93 0 1 0 0 0 -1 1 -1 0 2 1 0 8.0
4 0 5 4 5 1 5 0 406 0 0 55 406 406 5 0 4 0 5 55 4 55 1 4 0 0 255.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 2 0 0 13.0
0 0 6 0 0 0 1 5 0 0 0 -1 0 121 0 2 0 0 0 -1 2 -1 0 3 0 0 30.0
2 0 6 2 0 0 1 5 16 0 1 1 16 270 4 3 0 4 4 1 3 1 1 2 1 0 98.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 3 0 0 0 0 0 -1 0 -1 0 2 0 0 8.0
1 0 3 1 0 0 0 3 128 0 1 46 128 128 3 2 0 3 3 46 2 46 1 1 0 0 126.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 11.0
2 0 10 2 0 0 5 5 213 6 2 30 238 242 6 3 4 9 9 48 7 48 2 3 1 0 338.0
2 0 5 2 5 1 5 0 494 0 0 54 494 494 5 0 4 0 5 54 4 54 1 2 8 0 805.0
0 0 7 0 0 0 2 5 0 0 0 -1 0 211 0 2 1 0 0 -1 3 -1 0 3 0 0 45.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 5 0 0 1 0 0 -1 1 -1 0 2 2 0 40.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 164 0 1 0 0 0 -1 1 -1 0 2 0 0 8.0
3 0 5 3 0 0 3 2 70 0 1 48 70 71 4 1 2 4 4 48 3 48 1 3 3 0 43.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 23.0
2 0 5 2 0 0 1 4 22 0 1 44 22 53 3 2 0 3 3 44 2 44 1 3 0 0 51.0
0 0 7 0 0 0 2 5 0 0 0 -1 0 524 0 0 1 0 0 -1 1 -1 0 4 1 2 326.0
0 0 4 0 0 0 0 4 0 0 0 -1 0 91 0 1 0 0 0 -1 1 -1 0 2 0 0 17.0
2 0 8 2 3 1 3 5 82 0 0 58 82 165 3 1 2 0 3 58 3 58 1 4 0 0 33.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 95 0 0 1 0 0 -1 1 -1 0 1 0 0 173.0
0 0 4 0 0 0 0 4 0 0 0 -1 0 105 0 1 0 0 0 -1 1 -1 0 2 2 0 71.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 13 0 0 0 0 0 -1 0 -1 0 2 1 0 8.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 127 0 1 0 0 0 -1 1 -1 0 2 1 0 36.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 140 0 0 1 0 0 -1 1 -1 0 3 1 0 55.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 29 0 0 1 0 0 -1 1 -1 0 2 0 1 118.0
3 0 9 3 5 1 5 4 126 0 1 39 172 172 5 3 4 4 9 50 7 50 2 3 11 1 106.0
9 0 25 5 0 0 8 17 447 9 4 1 672 692 9 12 8 24 24 49 20 49 4 10 2 1 192.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 7.0
1 0 5 1 0 0 3 2 68 0 1 48 68 68 5 1 3 5 5 48 4 48 1 1 1 0 152.0
3 0 3 3 3 1 3 0 22 0 0 55 22 22 3 0 2 0 3 55 2 55 1 3 0 0 41.0
1 0 3 1 3 1 3 0 3 0 0 52 3 3 3 0 2 0 3 52 2 52 1 1 1 0 33.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 1 0 8.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 1 0 0 32.0
0 0 4 0 0 0 0 4 0 0 0 -1 0 30 0 2 0 0 0 -1 2 -1 0 3 0 0 9.0
2 0 4 2 3 1 4 0 40 0 0 54 40 42 3 0 2 0 3 54 2 54 1 2 0 0 5.0
4 0 16 3 0 0 1 15 587 6 2 1 1031 4083 6 10 0 10 10 20 10 20 2 4 7 2 942.0
0 0 5 0 0 0 1 4 0 0 0 -1 0 118 0 1 0 0 0 -1 1 -1 0 2 0 1 345.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 20 0 0 0 0 0 -1 0 -1 0 4 0 0 169.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 19.0
2 0 5 2 0 0 1 4 8 0 1 46 8 19 3 2 0 3 3 46 2 46 1 3 2 1 59.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 7 0 0 0 0 0 -1 0 -1 0 2 0 0 8.0
2 0 6 2 0 0 1 5 137 0 1 36 137 270 4 3 1 4 4 36 4 36 1 2 0 0 46.0
1 0 5 1 0 0 1 4 90 0 1 38 90 147 3 2 0 3 3 38 2 38 1 2 2 0 28.0
