TotalPeopleInBurst MaximumCodeBurstLate NumberOfChanges MaxPeopleInBurst TotalBurstSizeLate NumberCodeBurstsLate NumberOfChangesLate NumberOfChangesEarly MaxChurnInBurst MaximumCodeBurstEarly NumberCodeBurstsEarly TimeFirstBurst TotalChurnInBurst ChurnTotal MaximumCodeBurst NumberOfConsecutiveChangesEarly NumberConsecutiveChangesLate TotalBurstSizeEarly TotalBurstSize TimeMaxBurst NumberConsecutiveChanges TimeLastBurst NumberCodeBursts PeopleTotal pre NumberOfDefects TLOC GapSize BurstSize
1 0 6 1 2 1 3 3 25 0 0 54 25 129 2 0 1 0 2 54 1 54 1 1 0 0 139.0 1 2
0 0 7 0 0 0 2 5 0 0 0 -1 0 144 0 0 0 0 0 -1 0 -1 0 5 1 0 43.0 1 2
0 0 5 0 0 0 0 5 0 0 0 -1 0 134 0 0 0 0 0 -1 0 -1 0 4 0 0 197.0 1 2
0 0 2 0 0 0 1 1 0 0 0 -1 0 13 0 0 0 0 0 -1 0 -1 0 2 1 0 55.0 1 2
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 11.0 1 2
1 0 2 1 0 0 0 2 47 0 1 48 47 47 2 1 0 2 2 48 1 48 1 1 1 0 24.0 1 2
0 0 3 0 0 0 1 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 23.0 1 2
3 0 12 2 2 1 3 9 19 2 2 18 44 89 2 2 1 4 6 18 3 54 3 7 0 0 209.0 1 2
0 0 3 0 0 0 1 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 14.0 1 2
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 52.0 1 2
6 0 12 3 5 1 8 4 72 3 2 31 194 199 5 1 6 5 10 53 7 53 3 6 1 0 657.0 1 2
0 0 4 0 0 0 1 3 0 0 0 -1 0 88 0 0 0 0 0 -1 0 -1 0 2 0 0 8.0 1 2
0 0 2 0 0 0 2 0 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 16.0 1 2
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 42.0 1 2
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 4.0 1 2
2 0 2 2 2 1 2 0 2 0 0 59 2 2 2 0 1 0 2 59 1 59 1 2 1 0 228.0 1 2
0 0 2 0 0 0 1 1 0 0 0 -1 0 7 0 0 0 0 0 -1 0 -1 0 1 0 0 29.0 1 2
2 0 25 2 0 0 7 18 6105 18 2 28 7373 7373 18 16 7 25 25 39 23 39 2 2 3 0 453.0 1 2
0 0 8 0 0 0 1 7 0 0 0 -1 0 252 0 0 0 0 0 -1 0 -1 0 2 0 0 478.0 1 2
2 0 4 2 2 1 2 2 52 0 0 53 52 269 2 0 1 0 2 53 1 53 1 2 0 0 12.0 1 2
0 0 4 0 0 0 4 0 0 0 0 -1 0 443 0 0 0 0 0 -1 0 -1 0 2 0 0 210.0 1 2
0 0 2 0 0 0 1 1 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 2 0 1 162.0 1 2
0 0 2 0 0 0 1 1 0 0 0 -1 0 3 0 0 0 0 0 -1 0 -1 0 2 0 0 4.0 1 2
0 0 4 0 0 0 1 3 0 0 0 -1 0 67 0 0 0 0 0 -1 0 -1 0 2 1 0 17.0 1 2
0 0 3 0 0 0 1 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 38.0 1 2
1 0 11 1 0 0 1 10 108 2 2 13 129 371 2 2 0 4 4 13 2 16 2 2 1 0 88.0 1 2
0 0 2 0 0 0 2 0 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 2 0 0 65.0 1 2
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 1 0 15.0 1 2
1 0 9 1 0 0 0 9 115 0 1 40 115 194 2 1 0 2 2 40 1 40 1 4 1 0 267.0 1 2
0 0 3 0 0 0 1 2 0 0 0 -1 0 26 0 0 0 0 0 -1 0 -1 0 2 0 0 14.0 1 2
0 0 5 0 0 0 1 4 0 0 0 -1 0 201 0 0 0 0 0 -1 0 -1 0 2 1 0 66.0 1 2
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 1 0 16.0 1 2
2 0 9 2 0 0 1 8 4 0 1 44 4 61 2 1 0 2 2 44 1 44 1 5 0 0 104.0 1 2
1 0 8 1 0 0 1 7 11 0 1 20 11 679 2 1 0 2 2 20 1 20 1 2 0 0 182.0 1 2
0 0 2 0 0 0 0 2 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 1 0 0 112.0 1 2
0 0 3 0 0 0 2 1 0 0 0 -1 0 87 0 0 0 0 0 -1 0 -1 0 1 0 0 11.0 1 2
0 0 4 0 0 0 1 3 0 0 0 -1 0 21 0 0 0 0 0 -1 0 -1 0 3 2 0 259.0 1 2
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 0 0 0 0 -1 0 -1 0 2 0 0 19.0 1 2
0 0 3 0 0 0 0 3 0 0 0 -1 0 25 0 0 0 0 0 -1 0 -1 0 2 0 0 43.0 1 2
3 0 4 3 3 1 4 0 77 0 0 58 77 77 3 0 2 0 3 58 2 58 1 4 0 0 204.0 1 2
0 0 3 0 0 0 2 1 0 0 0 -1 0 27 0 0 0 0 0 -1 0 -1 0 2 0 0 92.0 1 2
3 0 3 3 0 0 1 2 32 0 1 48 32 32 3 1 1 3 3 48 2 48 1 3 2 0 39.0 1 2
6 0 12 4 4 1 5 7 236 0 1 8 295 715 4 1 3 2 6 57 4 57 2 8 3 1 307.0 1 2
1 0 6 1 0 0 3 3 136 0 1 47 136 174 3 2 0 3 3 47 2 47 1 1 0 0 343.0 1 2
0 0 3 0 0 0 1 2 0 0 0 -1 0 13 0 0 0 0 0 -1 0 -1 0 2 0 0 8.0 1 2
9 4 29 3 6 2 8 21 832 5 7 8 2021 3287 5 10 5 18 24 36 15 57 9 11 1 6 1293.0 1 2
0 0 6 0 0 0 3 3 0 0 0 -1 0 199 0 0 0 0 0 -1 0 -1 0 3 0 0 42.0 1 2
0 0 5 0 0 0 2 3 0 0 0 -1 0 26 0 0 0 0 0 -1 0 -1 0 2 0 0 4.0 1 2
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 0 0 0 0 -1 0 -1 0 2 0 0 21.0 1 2
2 0 5 2 2 1 3 2 173 0 1 49 211 234 2 0 2 2 4 49 2 54 2 2 1 0 168.0 1 2
3 0 13 2 2 1 5 8 60 0 1 29 82 226 2 1 1 2 4 29 2 55 2 6 4 0 571.0 1 2
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 34.0 1 2
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 0 0 0 0 -1 0 -1 0 2 0 0 28.0 1 2
1 0 8 1 0 0 1 7 1332 0 1 16 1332 4730 2 1 0 2 2 16 1 16 1 2 1 1 1455.0 1 2
2 0 4 2 0 0 0 4 50 0 1 45 50 84 2 1 0 2 2 45 1 45 1 4 0 0 93.0 1 2
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 12.0 1 2
0 0 1 0 0 0 0 1 0 0 0 -1 0 19 0 0 0 0 0 -1 0 -1 0 1 0 0 29.0 1 2
0 0 3 0 0 0 0 3 0 0 0 -1 0 35 0 0 0 0 0 -1 0 -1 0 3 0 0 8.0 1 2
2 0 8 2 0 0 2 6 9 0 1 23 9 38 2 1 0 2 2 23 1 23 1 7 1 1 1259.0 1 2
1 0 4 1 2 1 4 0 97 0 0 54 97 149 2 0 1 0 2 54 1 54 1 1 0 0 219.0 1 2
0 0 4 0 0 0 1 3 0 0 0 -1 0 19 0 0 0 0 0 -1 0 -1 0 2 1 0 19.0 1 2
0 0 3 0 0 0 2 1 0 0 0 -1 0 23 0 0 0 0 0 -1 0 -1 0 2 0 0 34.0 1 2
2 0 9 2 0 0 1 8 176 2 2 13 211 238 2 2 0 4 4 13 2 39 2 2 0 0 122.0 1 2
2 0 5 1 0 0 0 5 18 2 2 4 27 31 2 2 0 4 4 4 2 31 2 2 0 0 5.0 1 2
1 0 3 1 2 1 3 0 122 0 0 50 122 177 2 0 1 0 2 50 1 50 1 1 1 2 298.0 1 2
0 0 4 0 0 0 0 4 0 0 0 -1 0 25 0 0 0 0 0 -1 0 -1 0 3 0 0 6.0 1 2
0 0 2 0 0 0 0 2 0 0 0 -1 0 11 0 0 0 0 0 -1 0 -1 0 2 0 0 60.0 1 2
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 9.0 1 2
0 0 2 0 0 0 1 1 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 2 0 0 37.0 1 2
1 0 3 1 2 1 3 0 20 0 0 54 20 21 2 0 1 0 2 54 1 54 1 1 1 0 167.0 1 2
0 0 3 0 0 0 1 2 0 0 0 -1 0 9 0 0 0 0 0 -1 0 -1 0 2 1 0 53.0 1 2
1 0 7 1 0 0 1 6 36 0 1 16 36 342 2 1 0 2 2 16 1 16 1 2 2 0 117.0 1 2
3 0 8 2 4 1 5 3 26 0 1 45 40 42 4 1 3 2 6 56 4 56 2 4 3 0 97.0 1 2
2 0 3 2 2 1 3 0 80 0 0 54 80 87 2 0 1 0 2 54 1 54 1 2 6 0 54.0 1 2
0 0 6 0 0 0 1 5 0 0 0 -1 0 69 0 0 0 0 0 -1 0 -1 0 4 0 0 133.0 1 2
2 0 10 2 2 1 3 7 456 3 2 39 811 868 3 3 1 5 7 39 4 50 3 2 1 0 171.0 1 2
0 0 3 0 0 0 0 3 0 0 0 -1 0 13 0 0 0 0 0 -1 0 -1 0 2 0 0 10.0 1 2
0 0 2 0 0 0 0 2 0 0 0 -1 0 7 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0 1 2
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 0 44.0 1 2
2 0 4 2 2 1 3 1 128 0 1 49 141 141 2 0 2 2 4 49 2 53 2 2 0 2 96.0 1 2
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0 1 2
0 0 5 0 0 0 2 3 0 0 0 -1 0 473 0 0 0 0 0 -1 0 -1 0 3 1 0 48.0 1 2
1 0 2 1 0 0 0 2 8 0 1 48 8 8 2 1 0 2 2 48 1 48 1 1 0 0 9.0 1 2
0 0 3 0 0 0 1 2 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 3 0 0 12.0 1 2
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 18.0 1 2
4 0 11 3 0 0 3 8 109 2 2 4 145 274 2 2 0 4 4 4 2 20 2 8 1 0 60.0 1 2
0 0 3 0 0 0 0 3 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 3 0 0 7.0 1 2
2 0 11 2 0 0 2 9 19 0 1 1 19 448 4 3 0 4 4 1 3 1 1 3 2 0 125.0 1 2
2 2 6 2 4 2 4 2 80 0 0 53 120 439 2 0 2 0 4 53 2 56 2 2 0 0 13.0 1 2
2 0 6 2 2 1 2 4 32 0 0 51 32 68 2 0 1 0 2 51 1 51 1 4 1 0 76.0 1 2
0 0 4 0 0 0 3 1 0 0 0 -1 0 7 0 0 0 0 0 -1 0 -1 0 2 1 0 45.0 1 2
0 0 5 0 0 0 0 5 0 0 0 -1 0 115 0 0 0 0 0 -1 0 -1 0 5 0 0 56.0 1 2
1 0 5 1 0 0 2 3 2 0 1 40 2 8 2 1 0 2 2 40 1 40 1 1 0 0 12.0 1 2
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 36.0 1 2
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 0 0 0 0 -1 0 -1 0 2 0 0 9.0 1 2
0 0 2 0 0 0 2 0 0 0 0 -1 0 36 0 0 0 0 0 -1 0 -1 0 1 0 0 100.0 1 2
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 4.0 1 2
0 0 3 0 0 0 1 2 0 0 0 -1 0 201 0 0 0 0 0 -1 0 -1 0 3 1 0 63.0 1 2
0 0 4 0 0 0 1 3 0 0 0 -1 0 104 0 0 0 0 0 -1 0 -1 0 3 0 0 5.0 1 2
0 0 2 0 0 0 0 2 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 1 0 0 97.0 1 2
0 0 4 0 0 0 1 3 0 0 0 -1 0 57 0 0 0 0 0 -1 0 -1 0 2 0 1 23.0 1 2
0 0 2 0 0 0 1 1 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 1 0 50.0 1 2
2 0 5 2 0 0 1 4 25 2 2 43 32 32 2 1 1 4 4 43 2 49 2 2 2 0 86.0 1 2
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 11.0 1 2
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0 1 2
0 0 1 0 0 0 1 0 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 1 0 0 117.0 1 2
0 0 2 0 0 0 2 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 0 4.0 1 2
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 0 0 0 0 -1 0 -1 0 1 0 0 95.0 1 2
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 6.0 1 2
1 0 6 1 2 1 3 3 13 0 0 60 13 167 2 0 1 0 2 60 1 60 1 2 2 1 62.0 1 2
0 0 2 0 0 0 0 2 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 123.0 1 2
4 0 10 4 0 0 4 6 278 3 2 44 297 396 3 1 2 5 5 49 3 49 2 4 3 0 236.0 1 2
3 0 3 3 0 0 1 2 34 0 1 48 34 34 3 1 1 3 3 48 2 48 1 3 2 1 37.0 1 2
0 0 3 0 0 0 1 2 0 0 0 -1 0 236 0 0 0 0 0 -1 0 -1 0 2 0 0 12.0 1 2
0 0 5 0 0 0 0 5 0 0 0 -1 0 23 0 0 0 0 0 -1 0 -1 0 5 0 0 52.0 1 2
2 0 3 2 0 0 1 2 16 0 1 46 16 27 2 1 0 2 2 46 1 46 1 3 0 0 178.0 1 2
5 0 11 4 3 1 5 6 734 0 1 45 977 1133 3 2 2 3 6 45 4 58 2 5 2 2 245.0 1 2
2 0 3 2 2 1 3 0 22 0 0 59 22 22 2 0 1 0 2 59 1 59 1 3 0 0 67.0 1 2
1 0 6 1 0 0 2 4 18 0 1 16 18 108 2 1 0 2 2 16 1 16 1 3 0 1 28.0 1 2
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 12.0 1 2
0 0 2 0 0 0 0 2 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0 1 2
0 0 7 0 0 0 1 6 0 0 0 -1 0 73 0 0 0 0 0 -1 0 -1 0 4 0 0 47.0 1 2
4 0 17 3 6 1 6 11 557 0 1 4 569 885 6 1 5 2 8 50 6 50 2 6 1 0 337.0 1 2
0 0 4 0 0 0 1 3 0 0 0 -1 0 107 0 0 0 0 0 -1 0 -1 0 3 1 0 16.0 1 2
2 0 3 2 0 0 0 3 17 0 1 44 17 29 2 1 0 2 2 44 1 44 1 2 0 0 11.0 1 2
2 0 6 2 2 1 2 4 54 2 2 41 66 66 2 2 1 4 6 41 3 51 3 2 5 3 75.0 1 2
0 0 7 0 0 0 2 5 0 0 0 -1 0 128 0 0 0 0 0 -1 0 -1 0 2 1 0 58.0 1 2
0 0 2 0 0 0 2 0 0 0 0 -1 0 119 0 0 0 0 0 -1 0 -1 0 2 4 0 123.0 1 2
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 23.0 1 2
1 0 3 1 0 0 2 1 3 0 1 49 3 12 2 0 1 2 2 49 1 49 1 1 0 0 54.0 1 2
2 0 12 1 2 1 3 9 42 0 1 25 46 442 2 1 1 2 4 25 2 58 2 6 1 0 110.0 1 2
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 25.0 1 2
2 0 8 2 3 1 3 5 95 0 0 51 95 157 3 0 2 0 3 51 2 51 1 3 6 0 43.0 1 2
0 0 3 0 0 0 1 2 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 2 0 0 10.0 1 2
0 0 3 0 0 0 1 2 0 0 0 -1 0 53 0 0 0 0 0 -1 0 -1 0 2 0 0 15.0 1 2
0 0 1 0 0 0 1 0 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 148.0 1 2
1 0 2 1 2 1 2 0 9 0 0 54 9 9 2 0 1 0 2 54 1 54 1 1 0 0 42.0 1 2
1 0 4 1 0 0 2 2 9 0 1 49 9 43 2 0 1 2 2 49 1 49 1 2 0 0 58.0 1 2
0 0 2 0 0 0 2 0 0 0 0 -1 0 154 0 0 0 0 0 -1 0 -1 0 1 0 0 101.0 1 2
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 4.0 1 2
0 0 6 0 0 0 1 5 0 0 0 -1 0 72 0 0 0 0 0 -1 0 -1 0 3 0 0 14.0 1 2
2 0 8 2 4 1 6 2 167 0 1 49 254 345 4 0 4 2 6 52 4 52 2 2 2 0 24.0 1 2
0 0 4 0 0 0 1 3 0 0 0 -1 0 193 0 0 0 0 0 -1 0 -1 0 3 1 0 48.0 1 2
0 0 4 0 0 0 1 3 0 0 0 -1 0 46 0 0 0 0 0 -1 0 -1 0 3 0 0 5.0 1 2
0 0 3 0 0 0 2 1 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 2 0 0 106.0 1 2
2 0 12 2 2 1 4 8 34 0 0 54 34 2103 2 0 1 0 2 54 1 54 1 2 0 1 142.0 1 2
1 0 10 1 0 0 2 8 18 0 1 16 18 778 2 1 0 2 2 16 1 16 1 2 0 0 173.0 1 2
0 0 2 0 0 0 1 1 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 2 0 0 13.0 1 2
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 16.0 1 2
0 0 6 0 0 0 1 5 0 0 0 -1 0 48 0 0 0 0 0 -1 0 -1 0 2 0 0 102.0 1 2
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 36.0 1 2
0 0 3 0 0 0 3 0 0 0 0 -1 0 252 0 0 0 0 0 -1 0 -1 0 1 0 0 8.0 1 2
2 0 6 2 0 0 2 4 25 0 1 48 25 43 4 1 2 4 4 48 3 48 1 2 0 0 56.0 1 2
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 3.0 1 2
1 0 3 1 0 0 0 3 37 0 1 38 37 39 2 1 0 2 2 38 1 38 1 1 0 0 13.0 1 2
4 0 18 3 2 1 3 15 240 7 2 3 306 496 7 8 1 10 12 29 9 54 3 4 5 1 140.0 1 2
2 0 4 2 2 1 4 0 228 0 0 55 228 275 2 0 1 0 2 55 1 55 1 4 1 4 1386.0 1 2
0 0 4 0 0 0 1 3 0 0 0 -1 0 78 0 0 0 0 0 -1 0 -1 0 4 1 0 65.0 1 2
2 0 7 2 2 1 3 4 31 0 0 50 31 41 2 0 1 0 2 50 1 50 1 2 0 0 54.0 1 2
3 0 4 3 3 1 3 1 20 0 0 58 20 20 3 0 2 0 3 58 2 58 1 3 0 0 84.0 1 2
0 0 3 0 0 0 0 3 0 0 0 -1 0 24 0 0 0 0 0 -1 0 -1 0 3 0 0 22.0 1 2
3 2 17 2 4 2 4 13 435 5 2 1 617 858 5 5 2 7 11 1 7 58 4 4 3 0 265.0 1 2
1 0 10 1 0 0 4 6 58 0 1 44 58 115 2 1 0 2 2 44 1 44 1 2 2 0 12.0 1 2
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 45.0 1 2
0 0 2 0 0 0 1 1 0 0 0 -1 0 124 0 0 0 0 0 -1 0 -1 0 2 1 0 44.0 1 2
2 0 10 2 2 1 4 6 76 0 1 40 101 165 2 1 1 2 4 40 2 54 2 3 10 0 186.0 1 2
0 0 2 0 0 0 1 1 0 0 0 -1 0 3 0 0 0 0 0 -1 0 -1 0 2 0 0 6.0 1 2
3 0 13 3 3 1 4 9 155 0 0 58 155 2889 3 0 2 0 3 58 2 58 1 9 2 1 691.0 1 2
2 0 9 1 0 0 2 7 44 2 2 4 54 175 2 2 0 4 4 4 2 20 2 5 0 0 26.0 1 2
0 0 6 0 0 0 2 4 0 0 0 -1 0 391 0 0 0 0 0 -1 0 -1 0 3 1 0 97.0 1 2
0 0 2 0 0 0 1 1 0 0 0 -1 0 139 0 0 0 0 0 -1 0 -1 0 2 1 0 91.0 1 2
0 0 5 0 0 0 2 3 0 0 0 -1 0 20 0 0 0 0 0 -1 0 -1 0 3 0 0 91.0 1 2
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 128.0 1 2
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 0 0 0 0 -1 0 -1 0 2 0 0 61.0 1 2
0 0 3 0 0 0 3 0 0 0 0 -1 0 98 0 0 0 0 0 -1 0 -1 0 1 0 0 124.0 1 2
0 0 5 0 0 0 1 4 0 0 0 -1 0 781 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0 1 2
0 0 3 0 0 0 2 1 0 0 0 -1 0 38 0 0 0 0 0 -1 0 -1 0 2 0 0 82.0 1 2
4 0 6 4 6 1 6 0 1238 0 0 54 1238 1238 6 0 5 0 6 54 5 54 1 4 6 0 122.0 1 2
2 0 9 2 2 1 2 7 72 0 1 38 121 1179 2 1 1 2 4 38 2 53 2 2 0 1 512.0 1 2
0 0 3 0 0 0 0 3 0 0 0 -1 0 44 0 0 0 0 0 -1 0 -1 0 3 0 0 49.0 1 2
0 0 4 0 0 0 1 3 0 0 0 -1 0 71 0 0 0 0 0 -1 0 -1 0 3 0 0 9.0 1 2
0 0 2 0 0 0 2 0 0 0 0 -1 0 295 0 0 0 0 0 -1 0 -1 0 1 0 0 180.0 1 2
0 0 3 0 0 0 2 1 0 0 0 -1 0 20 0 0 0 0 0 -1 0 -1 0 3 1 0 36.0 1 2
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 18.0 1 2
1 0 5 1 0 0 1 4 18 0 1 16 18 135 2 1 0 2 2 16 1 16 1 2 0 0 43.0 1 2
4 0 16 3 2 1 8 8 1218 9 2 32 1607 1626 9 4 6 11 13 46 10 57 3 5 4 3 442.0 1 2
0 0 2 0 0 0 1 1 0 0 0 -1 0 23 0 0 0 0 0 -1 0 -1 0 2 0 0 6.0 1 2
3 0 4 3 4 1 4 0 342 0 0 55 342 342 4 0 3 0 4 55 3 55 1 3 0 0 111.0 1 2
2 0 12 2 2 1 4 8 39 0 1 39 48 269 2 1 1 2 4 39 2 54 2 4 2 0 68.0 1 2
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 2 0 1 45.0 1 2
1 0 8 1 0 0 1 7 18 0 1 16 18 377 2 1 0 2 2 16 1 16 1 3 0 0 116.0 1 2
0 0 5 0 0 0 3 2 0 0 0 -1 0 22 0 0 0 0 0 -1 0 -1 0 4 1 0 45.0 1 2
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 5.0 1 2
1 0 5 1 0 0 1 4 14 0 1 5 14 47 2 1 0 2 2 5 1 5 1 2 0 0 135.0 1 2
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 16.0 1 2
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 0 0 0 0 -1 0 -1 0 2 0 0 14.0 1 2
1 0 8 1 0 0 1 7 18 0 1 16 18 259 2 1 0 2 2 16 1 16 1 2 0 0 48.0 1 2
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 0 0 0 0 -1 0 -1 0 1 0 0 39.0 1 2
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0 1 2
3 0 9 3 0 0 1 8 430 3 2 38 606 675 3 3 0 5 5 38 3 44 2 3 12 4 370.0 1 2
0 0 1 0 0 0 1 0 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 49.0 1 2
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 37.0 1 2
2 0 3 2 0 0 1 2 7 0 1 49 7 7 2 0 1 2 2 49 1 49 1 2 0 0 6.0 1 2
3 3 5 3 5 2 5 0 154 0 0 52 164 164 3 0 3 0 5 57 3 57 2 3 4 0 111.0 1 2
1 0 10 1 0 0 2 8 411 2 2 17 504 760 2 2 0 4 4 17 2 20 2 3 0 0 250.0 1 2
1 0 6 1 3 1 4 2 59 0 0 50 59 65 3 0 2 0 3 50 2 50 1 2 5 0 113.0 1 2
2 0 6 2 0 0 3 3 2 0 1 39 2 79 2 1 0 2 2 39 1 39 1 2 2 3 125.0 1 2
2 0 14 1 0 0 0 14 97 3 3 4 236 390 3 5 0 8 8 4 5 31 3 3 3 0 278.0 1 2
0 0 3 0 0 0 0 3 0 0 0 -1 0 13 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0 1 2
0 0 4 0 0 0 1 3 0 0 0 -1 0 130 0 0 0 0 0 -1 0 -1 0 1 1 0 9.0 1 2
0 0 3 0 0 0 0 3 0 0 0 -1 0 13 0 0 0 0 0 -1 0 -1 0 2 0 0 16.0 1 2
3 2 8 2 4 2 4 4 155 0 1 45 220 346 2 1 2 2 6 45 3 56 3 3 0 0 32.0 1 2
2 0 4 2 3 1 4 0 74 0 0 57 74 120 3 0 2 0 3 57 2 57 1 3 4 0 68.0 1 2
0 0 2 0 0 0 0 2 0 0 0 -1 0 51 0 0 0 0 0 -1 0 -1 0 1 1 0 25.0 1 2
0 0 3 0 0 0 0 3 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 3 0 0 9.0 1 2
2 0 3 2 0 0 1 2 56 0 1 30 56 58 2 1 0 2 2 30 1 30 1 3 0 0 12.0 1 2
0 0 4 0 0 0 1 3 0 0 0 -1 0 54 0 0 0 0 0 -1 0 -1 0 1 1 0 9.0 1 2
0 0 2 0 0 0 0 2 0 0 0 -1 0 94 0 0 0 0 0 -1 0 -1 0 1 0 0 36.0 1 2
3 0 10 2 2 1 5 5 87 0 1 28 102 166 2 1 1 2 4 28 2 50 2 4 3 0 51.0 1 2
2 0 9 2 2 1 7 2 628 0 1 48 732 732 7 1 6 7 9 48 7 57 2 2 14 2 1690.0 1 2
1 0 3 1 2 1 2 1 6 0 0 60 6 15 2 0 1 0 2 60 1 60 1 2 0 0 8.0 1 2
