TotalPeopleInBurst MaximumCodeBurstLate NumberOfChanges MaxPeopleInBurst TotalBurstSizeLate NumberCodeBurstsLate NumberOfChangesLate NumberOfChangesEarly MaxChurnInBurst MaximumCodeBurstEarly NumberCodeBurstsEarly TimeFirstBurst TotalChurnInBurst ChurnTotal MaximumCodeBurst NumberOfConsecutiveChangesEarly NumberConsecutiveChangesLate TotalBurstSizeEarly TotalBurstSize TimeMaxBurst NumberConsecutiveChanges TimeLastBurst NumberCodeBursts PeopleTotal bugs GapSize BurstSize
0 0 2 0 0 0 1 1 0 0 0 -1 0 176 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 49 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 64 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 5 0 0 0 1 4 0 0 0 -1 0 222 0 1 0 0 0 -1 1 -1 0 3 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 145 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
2 0 6 2 0 0 1 5 84 0 1 31 84 414 3 2 1 3 3 31 3 31 1 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 24 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 57 0 1 0 0 0 -1 1 -1 0 3 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
2 0 8 2 0 0 2 6 113 0 1 35 113 696 4 3 0 4 4 35 3 35 1 4 2 3 3
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 33 0 1 0 0 0 -1 1 -1 0 1 0 3 3
0 0 5 0 0 0 3 2 0 0 0 -1 0 212 0 1 1 0 0 -1 2 -1 0 1 0 3 3
3 0 8 3 0 0 1 7 607 0 1 25 607 786 3 4 0 3 3 25 4 25 1 4 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 111 0 1 0 0 0 -1 1 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 98 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 6 0 0 0 0 6 0 0 0 -1 0 36 0 3 0 0 0 -1 3 -1 0 1 0 3 3
0 0 7 0 0 0 1 6 0 0 0 -1 0 385 0 1 1 0 0 -1 2 -1 0 4 0 3 3
0 0 5 0 0 0 1 4 0 0 0 -1 0 22 0 0 0 0 0 -1 0 -1 0 4 1 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 16 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 6 0 0 0 2 4 0 0 0 -1 0 104 0 1 0 0 0 -1 1 -1 0 4 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 20 0 1 0 0 0 -1 1 -1 0 1 0 3 3
2 0 8 2 0 0 0 8 45 0 1 29 45 556 3 4 0 3 3 29 4 29 1 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 124 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
1 0 7 1 0 0 0 7 184 0 1 15 184 497 4 4 0 4 4 15 4 15 1 3 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 296 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 2 0 3 3
3 0 9 2 3 1 4 5 65 0 1 33 78 162 3 2 2 3 6 33 4 43 2 5 0 3 3
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 5 0 0 0 0 5 0 0 0 -1 0 121 0 1 0 0 0 -1 1 -1 0 2 0 3 3
2 0 4 2 0 0 1 3 88 0 1 41 88 94 3 1 1 3 3 41 2 41 1 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 6 0 0 0 2 4 0 0 0 -1 0 137 0 0 1 0 0 -1 1 -1 0 3 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
5 0 36 5 0 0 7 29 150 0 1 4 150 150 36 28 7 36 36 4 35 4 1 5 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 110 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 52 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 25 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 2 0 3 3
3 0 5 3 0 0 1 4 35 0 1 31 35 42 3 2 1 3 3 31 3 31 1 4 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
1 0 5 1 0 0 0 5 32 0 1 35 32 56 3 2 0 3 3 35 2 35 1 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 21 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 175 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 20 0 0 0 0 0 -1 0 -1 0 1 1 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 365 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 5 0 0 0 2 3 0 0 0 -1 0 80 0 1 0 0 0 -1 1 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 2 0 3 3
2 0 7 2 0 0 0 7 168 0 1 26 168 175 5 4 0 5 5 26 4 26 1 2 1 3 3
4 0 9 4 0 0 0 9 239 0 1 29 239 285 7 6 0 7 7 29 6 29 1 5 0 3 3
1 0 7 1 0 0 2 5 634 0 1 12 634 763 4 3 1 4 4 12 4 12 1 2 1 3 3
2 0 8 2 0 0 3 5 95 3 2 26 143 156 3 2 2 6 6 26 4 41 2 2 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 13 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 5 0 0 0 1 4 0 0 0 -1 0 25 0 1 0 0 0 -1 1 -1 0 2 0 3 3
1 0 10 1 0 0 3 7 1588 0 1 27 1588 1708 7 6 1 7 7 27 7 27 1 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 3 3
3 0 15 3 0 0 4 11 366 11 2 18 590 646 11 8 4 14 14 33 12 33 2 3 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 133 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 19 0 1 0 0 0 -1 1 -1 0 1 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 33 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 14 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 70 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 1 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 38 0 0 0 0 0 -1 0 -1 0 1 0 3 3
3 0 9 3 0 0 3 6 122 0 1 41 122 439 3 1 2 3 3 41 3 41 1 4 1 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 42 0 0 0 0 0 -1 0 -1 0 1 0 3 3
1 0 6 1 0 0 2 4 89 0 1 38 89 89 6 3 2 6 6 38 5 38 1 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 1 0 0 0 -1 1 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 99 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 24 0 1 0 0 0 -1 1 -1 0 3 0 3 3
2 0 10 2 0 0 5 5 191 0 1 36 191 222 8 2 5 8 8 36 7 36 1 2 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 3 0 3 3
1 0 3 1 3 1 3 0 54 0 0 43 54 54 3 0 2 0 3 43 2 43 1 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
2 0 7 2 0 0 1 6 299 0 1 31 299 443 4 4 0 4 4 31 4 31 1 2 3 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 3 1 0 0 0 -1 0 34 0 0 1 0 0 -1 1 -1 0 1 0 3 3
3 0 9 2 3 1 3 6 134 0 1 35 202 680 3 3 2 3 6 35 5 44 2 3 0 3 3
0 0 4 0 0 0 2 2 0 0 0 -1 0 33 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 11 0 0 0 0 0 -1 0 -1 0 1 1 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 40 0 0 0 0 0 -1 0 -1 0 1 0 3 3
5 0 14 3 0 0 2 12 442 8 2 12 500 510 8 10 0 12 12 24 10 24 2 5 1 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 6 0 0 0 1 5 0 0 0 -1 0 46 0 1 0 0 0 -1 1 -1 0 4 0 3 3
4 0 15 3 0 0 4 11 96 5 3 18 172 258 5 6 4 13 13 18 10 42 3 5 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 30 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 8 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 5 0 0 0 1 4 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 4 0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 66 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 1 0 3 3
3 0 6 3 0 0 0 6 41 0 1 32 41 301 3 2 0 3 3 32 2 32 1 4 0 3 3
0 0 6 0 0 0 1 5 0 0 0 -1 0 861 0 0 0 0 0 -1 0 -1 0 2 1 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 1013 0 0 0 0 0 -1 0 -1 0 1 0 3 3
2 0 7 2 0 0 3 4 21 0 1 34 21 72 3 2 1 3 3 34 3 34 1 2 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 1 0 3 3
1 0 3 1 3 1 3 0 92 0 0 46 92 92 3 0 2 0 3 46 2 46 1 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 88 0 1 0 0 0 -1 1 -1 0 2 0 3 3
3 0 7 3 0 0 0 7 91 0 1 21 91 107 5 4 0 5 5 21 4 21 1 3 0 3 3
1 0 4 1 0 0 0 4 37 0 1 29 37 41 3 2 0 3 3 29 2 29 1 2 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 21 0 0 0 0 0 -1 0 -1 0 2 0 3 3
2 0 6 2 0 0 1 5 12 0 1 2 12 46 3 2 0 3 3 2 2 2 1 3 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 32 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 66 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 141 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 14 0 1 0 0 0 -1 1 -1 0 1 0 3 3
0 0 6 0 0 0 3 3 0 0 0 -1 0 57 0 1 1 0 0 -1 2 -1 0 4 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 61 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
3 0 18 3 3 1 4 14 127 6 3 5 242 306 6 10 3 14 17 5 13 49 4 3 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 5 0 0 0 1 4 0 0 0 -1 0 79 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 26 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 6 0 0 0 1 5 0 0 0 -1 0 678 0 2 0 0 0 -1 2 -1 0 3 0 3 3
0 0 6 0 0 0 1 5 0 0 0 -1 0 40 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
2 0 11 2 0 0 2 9 9 3 2 11 16 58 3 4 1 6 6 11 5 25 2 3 2 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 17 0 1 0 0 0 -1 1 -1 0 3 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 3 3
2 0 3 2 0 0 0 3 13 0 1 36 13 13 3 2 0 3 3 36 2 36 1 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 30 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 6 0 0 0 0 6 0 0 0 -1 0 132 0 1 0 0 0 -1 1 -1 0 3 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 27 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 13 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 32 0 0 1 0 0 -1 1 -1 0 2 0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 5 0 0 0 1 4 0 0 0 -1 0 268 0 0 0 0 0 -1 0 -1 0 4 0 3 3
3 0 11 3 0 0 4 7 161 0 1 29 161 364 4 4 2 4 4 29 6 29 1 4 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 19 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
4 0 16 3 0 0 1 15 338 8 2 18 621 660 8 12 0 14 14 18 12 33 2 4 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 1 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 86 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 172 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 5 0 0 0 1 4 0 0 0 -1 0 40 0 1 1 0 0 -1 2 -1 0 3 0 3 3
0 0 5 0 0 0 1 4 0 0 0 -1 0 233 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 109 0 1 0 0 0 -1 1 -1 0 3 0 3 3
0 0 5 0 0 0 1 4 0 0 0 -1 0 211 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 19 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 5 0 0 0 0 5 0 0 0 -1 0 363 0 1 0 0 0 -1 1 -1 0 4 1 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 4 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 186 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 3 3
3 0 6 3 0 0 0 6 74 0 1 34 74 218 4 4 0 4 4 34 4 34 1 3 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 71 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
3 0 11 3 0 0 2 9 214 4 2 12 303 355 4 5 1 7 7 35 6 35 2 3 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 122 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 5 0 0 0 1 4 0 0 0 -1 0 76 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 2 0 0 0 0 -1 0 6 0 0 1 0 0 -1 1 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 107 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 13 0 0 0 0 0 -1 0 -1 0 2 0 3 3
2 0 10 2 0 0 1 9 165 3 2 2 178 329 3 4 0 6 6 2 4 16 2 3 0 3 3
2 0 4 2 0 0 1 3 76 0 1 39 76 76 4 2 1 4 4 39 3 39 1 2 0 3 3
2 0 11 2 0 0 3 8 300 4 2 25 361 419 4 4 2 7 7 41 6 41 2 2 0 3 3
0 0 5 0 0 0 2 3 0 0 0 -1 0 22 0 0 0 0 0 -1 0 -1 0 4 1 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 9 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 45 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 86 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 2 2 0 0 0 -1 0 124 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 6 0 0 0 0 6 0 0 0 -1 0 69 0 1 0 0 0 -1 1 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 1037 0 1 0 0 0 -1 1 -1 0 3 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 30 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 31 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 6 0 0 0 2 4 0 0 0 -1 0 75 0 1 0 0 0 -1 1 -1 0 3 0 3 3
0 0 5 0 0 0 0 5 0 0 0 -1 0 1124 0 2 0 0 0 -1 2 -1 0 4 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 93 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 8 0 0 0 2 6 0 0 0 -1 0 393 0 2 1 0 0 -1 3 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 11 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 8 0 1 0 0 0 -1 1 -1 0 2 0 3 3
2 0 7 2 0 0 4 3 478 0 1 38 478 482 5 2 3 5 5 38 5 38 1 3 1 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 96 0 0 0 0 0 -1 0 -1 0 1 0 3 3
